MillStyleKey,DateLastUsed,Yarn#,LbsPerPiece
 3849F24191-   1,08/11/16,36E-001,17.8
 3849F24191-   1,08/11/16,36E-311,1.3
 3849F24191-   1,08/11/16,36E-818,1
 3849F24191-   1,08/11/16,36E-822,4.6
 3849F24191-   1,08/11/16,36E-A66,19.8
 3849F24191-   1,08/11/16,36E-M16,16.4
 3849F24191-   1,08/11/16,36E-N93,6
 3849F24191-   1,08/11/16,36Y-999,1
 3849F24191-   1,08/11/16,P03-001,15.3
 3849F24436-   1,08/11/16,36E-136,1.9
 3849F24436-   1,08/11/16,36E-193,20.2
 3849F24436-   1,08/11/16,36E-311,5.3
 3849F24436-   1,08/11/16,36E-370,2.2
 3849F24436-   1,08/11/16,36E-818,22.6
 3849F24436-   1,08/11/16,36E-820,2.9
 3849F24436-   1,08/11/16,36E-B91,11.2
 3849F24436-   1,08/11/16,36E-J63,0.8
 3849F24436-   1,08/11/16,36Y-999,1
 3849F24436-   1,08/11/16,P03-001,15.3
 1891J23708-   1,08/15/16,36E-144,5.2
 1891J23708-   1,08/15/16,36E-158,1.2
 1891J23708-   1,08/15/16,36E-168,0.9
 1891J23708-   1,08/15/16,36E-181,2.7
 1891J23708-   1,08/15/16,36E-370,6.3
 1891J23708-   1,08/15/16,36E-396,6.3
 1891J23708-   1,08/15/16,36E-820,7.9
 1891J23708-   1,08/15/16,36E-B91,1.3
 1891J23708-   1,08/15/16,36E-P57,31.9
 1891J23708-   1,08/15/16,36Y-999,0.8
 1891J23708-   1,08/15/16,P03-001,12.6
 1891J23708-   2,08/15/16,36E-169,5.2
 1891J23708-   2,08/15/16,36E-288,0.9
 1891J23708-   2,08/15/16,36E-289,6.3
 1891J23708-   2,08/15/16,36E-291,1.2
 1891J23708-   2,08/15/16,36E-296,1.3
 1891J23708-   2,08/15/16,36E-299,7.9
 1891J23708-   2,08/15/16,36E-320,6.3
 1891J23708-   2,08/15/16,36E-488,2.7
 1891J23708-   2,08/15/16,36E-P51,31.9
 1891J23708-   2,08/15/16,36Y-999,0.8
 1891J23708-   2,08/15/16,P03-001,12.6
 1891J23708-   3,08/15/16,36E-140,2.1
 1891J23708-   3,08/15/16,36E-144,5.2
 1891J23708-   3,08/15/16,36E-241,6.3
 1891J23708-   3,08/15/16,36E-529,6.3
 1891J23708-   3,08/15/16,36E-818,31.9
 1891J23708-   3,08/15/16,36E-A66,1.3
 1891J23708-   3,08/15/16,36E-B91,2.7
 1891J23708-   3,08/15/16,36E-D58,7.9
 1891J23708-   3,08/15/16,36Y-999,0.8
 1891J23708-   3,08/15/16,P03-001,12.6
 2968A21745-   1,08/15/16,36E-001,27.5
 2968A21745-   1,08/15/16,36E-M16,13.3
 2968A21745-   1,08/15/16,36E-M49,7.5
 2968A21745-   1,08/15/16,36E-N93,8.9
 2968A21745-   1,08/15/16,36E-P51,5.9
 2968A21745-   1,08/15/16,36Y-999,0.8
 2968A21745-   1,08/15/16,P03-001,12.6
 2989S23000-   1,08/15/16,36E-001,8.2
 2989S23000-   1,08/15/16,36E-137,3
 2989S23000-   1,08/15/16,36E-169,3
 2989S23000-   1,08/15/16,36E-179,2.9
 2989S23000-   1,08/15/16,36E-307,2.8
 2989S23000-   1,08/15/16,36E-412,9.6
 2989S23000-   1,08/15/16,36E-M48,29.6
 2989S23000-   1,08/15/16,36Y-999,0.8
 2989S23000-   1,08/15/16,P03-001,10.8
 3642-23095-   1,08/16/16,36E-001,25.4
 3642-23095-   1,08/16/16,36E-174,8.1
 3642-23095-   1,08/16/16,36E-412,10.4
 3642-23095-   1,08/16/16,36E-886,6.8
 3642-23095-   1,08/16/16,36Y-999,0.6
 3642-23095-   1,08/16/16,P03-001,11.7
 3642-20580-   1,08/17/16,36E-001,25.4
 3642-20580-   1,08/17/16,36E-174,1.2
 3642-20580-   1,08/17/16,36E-480,15.7
 3642-20580-   1,08/17/16,36E-G17,7.3
 3642-20580-   1,08/17/16,36E-J06,1.2
 3642-20580-   1,08/17/16,36Y-999,0.6
 3642-20580-   1,08/17/16,P03-001,11.7
 3642S23873-   1,08/18/16,36E-001,7.1
 3642S23873-   1,08/18/16,36E-111,7
 3642S23873-   1,08/18/16,36E-140,14
 3642S23873-   1,08/18/16,36E-146,3.5
 3642S23873-   1,08/18/16,36E-193,7
 3642S23873-   1,08/18/16,36E-345,7
 3642S23873-   1,08/18/16,36E-A66,10.5
 3642S23873-   1,08/18/16,36E-J63,7
 3642S23873-   1,08/18/16,36Y-999,0.6
 3642S23873-   1,08/18/16,P03-001,11.7
  999-23516-   3,08/19/16,22G-001,47.9
  999-23516-   3,08/19/16,22G-M87,42.6
  999-23517-   4,08/19/16,22G-001,9
  999-23517-   4,08/19/16,22G-401,38.1
  999-23517-   4,08/19/16,22G-L65,43
 7742-24040-   1,08/19/16,72B-002,49.6
 7742-24040-   1,08/19/16,72B-102,1.5
 7742-24040-   1,08/19/16,72B-314,1.5
 7742-24040-   1,08/19/16,72B-315,1.5
 7742-24040-   1,08/19/16,72B-316,1.5
 7742-24040-   1,08/19/16,P4S-011,0.01
 3642-23645-   1,08/22/16,36E-001,25
 3642-23645-   1,08/22/16,36E-140,2.4
 3642-23645-   1,08/22/16,36E-169,0.7
 3642-23645-   1,08/22/16,36E-181,3.6
 3642-23645-   1,08/22/16,36E-273,5.7
 3642-23645-   1,08/22/16,36E-401,5.6
 3642-23645-   1,08/22/16,36E-493,0.7
 3642-23645-   1,08/22/16,36E-531,0.7
 3642-23645-   1,08/22/16,36E-684,0.7
 3642-23645-   1,08/22/16,36E-M27,5.7
 3642-23645-   1,08/22/16,36Y-999,0.6
 3642-23645-   1,08/22/16,P03-001,11.7
 7409-23521-   6,08/22/16,36E-169,11.3
 7409-23521-   6,08/22/16,36E-A66,9.7
 7409-23521-   6,08/22/16,36E-M16,10.8
 7409-23521-   6,08/22/16,36E-M18,10.1
 7409-23521-   6,08/22/16,36E-N93,8.2
 7409-23521-   6,08/22/16,36E-P57,21.8
 7409-23521-   6,08/22/16,36Y-999,0.8
 7409-23521-   6,08/22/16,P03-001,13.1
 8003-18446- GRG,08/22/16,PL4-001,37.6
 8003-18446- GRG,08/22/16,R21-001,0.02
 8003-18446- GRG,08/22/16,R33-001,29.3
 3835-20742-   2,08/23/16,36E-136,1.7
 3835-20742-   2,08/23/16,36E-150,9.4
 3835-20742-   2,08/23/16,36E-168,5.7
 3835-20742-   2,08/23/16,36E-181,5.8
 3835-20742-   2,08/23/16,36E-202,1
 3835-20742-   2,08/23/16,36E-290,0.7
 3835-20742-   2,08/23/16,36E-304,3.5
 3835-20742-   2,08/23/16,36E-524,4.9
 3835-20742-   2,08/23/16,36E-820,16.7
 3835-20742-   2,08/23/16,36E-A66,34.9
 3835-20742-   2,08/23/16,36E-D58,4.3
 3835-20742-   2,08/23/16,36Y-999,1.2
 3835-20742-   2,08/23/16,P03-001,15.6
 7652-20076- M49,08/23/16,72B-M49,59.9
 1001-24146-   1,08/24/16,22G-001,12.8
 1001-24146-   1,08/24/16,22G-102,14.9
 1001-24146-   1,08/24/16,22G-166,11.1
 1001-24146-   1,08/24/16,22G-178,14
 1001-24146-   1,08/24/16,22G-L20,2.4
 2968A24361-   1,08/24/16,36E-102,29.2
 2968A24361-   1,08/24/16,36E-169,21
 2968A24361-   1,08/24/16,36E-298,4.7
 2968A24361-   1,08/24/16,36E-321,7.9
 2968A24361-   1,08/24/16,36Y-999,0.8
 2968A24361-   1,08/24/16,P03-001,12.6
 3642-23893-   1,08/24/16,36E-001,10.2
 3642-23893-   1,08/24/16,36E-174,13.1
 3642-23893-   1,08/24/16,36E-241,10.6
 3642-23893-   1,08/24/16,36E-301,3.8
 3642-23893-   1,08/24/16,36E-311,4.8
 3642-23893-   1,08/24/16,36E-822,8.2
 3642-23893-   1,08/24/16,36Y-999,0.6
 3642-23893-   1,08/24/16,P03-001,11.7
 7409-23521-   4,08/24/16,36E-001,11.3
 7409-23521-   4,08/24/16,36E-298,10.6
 7409-23521-   4,08/24/16,36E-401,10.8
 7409-23521-   4,08/24/16,36E-529,10.1
 7409-23521-   4,08/24/16,36E-684,7.3
 7409-23521-   4,08/24/16,36E-D58,21.8
 7409-23521-   4,08/24/16,36Y-999,0.8
 7409-23521-   4,08/24/16,P03-001,13.1
  294A18113-   1,08/25/16,26E-102,38.7
  294A18113-   1,08/25/16,26E-G77,47.8
 2961A22633-   1,08/25/16,36E-001,1.2
 2961A22633-   1,08/25/16,36E-137,12.6
 2961A22633-   1,08/25/16,36E-291,0.6
 2961A22633-   1,08/25/16,36E-292,1.3
 2961A22633-   1,08/25/16,36E-311,1.8
 2961A22633-   1,08/25/16,36E-384,15.5
 2961A22633-   1,08/25/16,36E-401,1.3
 2961A22633-   1,08/25/16,36E-481,0.6
 2961A22633-   1,08/25/16,36E-684,1.9
 2961A22633-   1,08/25/16,36E-822,24
 2961A22633-   1,08/25/16,36E-824,2.3
 2961A22633-   1,08/25/16,36Y-999,0.8
 2961A22633-   1,08/25/16,P03-001,12.6
 3836F21804-   1,08/25/16,36E-001,40.4
 3836F21804-   1,08/25/16,36E-295,8.8
 3836F21804-   1,08/25/16,36E-360,2.6
 3836F21804-   1,08/25/16,36E-370,3.5
 3836F21804-   1,08/25/16,36E-380,2.6
 3836F21804-   1,08/25/16,36E-543,0.9
 3836F21804-   1,08/25/16,36E-819,3.5
 3836F21804-   1,08/25/16,36E-820,3.5
 3836F21804-   1,08/25/16,36E-886,3.5
 3836F21804-   1,08/25/16,36Y-999,1
 3836F21804-   1,08/25/16,P03-001,14.2
 3849F21739-   1,08/25/16,36E-001,0.3
 3849F21739-   1,08/25/16,36E-102,1.9
 3849F21739-   1,08/25/16,36E-111,4.3
 3849F21739-   1,08/25/16,36E-140,3.3
 3849F21739-   1,08/25/16,36E-169,21.5
 3849F21739-   1,08/25/16,36E-345,4.1
 3849F21739-   1,08/25/16,36E-M38,28.6
 3849F21739-   1,08/25/16,36E-M48,2.9
 3849F21739-   1,08/25/16,36Y-999,1
 3849F21739-   1,08/25/16,P03-001,15.3
  726-16082-   1,08/26/16,36B-001,2.7
  726-16082-   1,08/26/16,36B-102,58.9
  726-16082-   1,08/26/16,36B-169,2.8
  726-16082-   1,08/26/16,36B-289,2.1
  726-16082-   1,08/26/16,36B-295,2.4
  726-16082-   1,08/26/16,36B-320,1.9
  726-16082-   1,08/26/16,36B-384,1.1
  726-16082-   1,08/26/16,36B-822,2.9
  726-16082-   1,08/26/16,48A-002,24
 7741-24218-   1,08/26/16,72B-205,15.9
 7741-24218-   1,08/26/16,72B-322,4.3
 7741-24218-   1,08/26/16,72B-370,3.2
 7741-24218-   1,08/26/16,72B-A66,4.4
 7741-24218-   1,08/26/16,72B-B91,1.8
 7741-24218-   1,08/26/16,72B-M16,11.8
 7741-24218-   1,08/26/16,P4S-011,0.06
 7741-24218-   1,08/26/16,PE5-141,15.3
 7741-24219-   1,08/26/16,72B-144,3
 7741-24219-   1,08/26/16,72B-193,19.2
 7741-24219-   1,08/26/16,72B-245,2
 7741-24219-   1,08/26/16,72B-370,2.7
 7741-24219-   1,08/26/16,72B-818,13.4
 7741-24219-   1,08/26/16,72B-D58,0.3
 7741-24219-   1,08/26/16,72B-J63,0.9
 7741-24219-   1,08/26/16,P4S-011,0.06
 7741-24219-   1,08/26/16,PE5-141,15.3
 7741-24220-   1,08/26/16,72B-002,4.5
 7741-24220-   1,08/26/16,72B-144,5
 7741-24220-   1,08/26/16,72B-273,3.3
 7741-24220-   1,08/26/16,72B-286,4.9
 7741-24220-   1,08/26/16,72B-727,4.5
 7741-24220-   1,08/26/16,72B-J63,8.8
 7741-24220-   1,08/26/16,72B-M29,6.3
 7741-24220-   1,08/26/16,72B-M49,4.1
 7741-24220-   1,08/26/16,P4S-011,0.06
 7741-24220-   1,08/26/16,PE5-141,15.3
 7741-24221-   1,08/26/16,72B-157,2.5
 7741-24221-   1,08/26/16,72B-181,1.3
 7741-24221-   1,08/26/16,72B-245,1.9
 7741-24221-   1,08/26/16,72B-286,20.7
 7741-24221-   1,08/26/16,72B-298,11
 7741-24221-   1,08/26/16,72B-299,1.6
 7741-24221-   1,08/26/16,72B-370,1.5
 7741-24221-   1,08/26/16,72B-472,1
 7741-24221-   1,08/26/16,P4S-011,0.06
 7741-24221-   1,08/26/16,PE5-141,15.3
 7741-24222-   1,08/26/16,72B-002,20.7
 7741-24222-   1,08/26/16,72B-102,20.7
 7741-24222-   1,08/26/16,P4S-011,0.06
 7741-24222-   1,08/26/16,PE5-141,15.3
 7741-24223-   1,08/26/16,72B-144,20.7
 7741-24223-   1,08/26/16,72B-M29,20.7
 7741-24223-   1,08/26/16,P4S-011,0.06
 7741-24223-   1,08/26/16,PE5-141,15.3
 8040-23116- M36,08/26/16,60H-M36,66.7
 2961A20107-   1,08/29/16,36E-001,31.5
 2961A20107-   1,08/29/16,36E-169,2
 2961A20107-   1,08/29/16,36E-179,4.3
 2961A20107-   1,08/29/16,36E-234,4.5
 2961A20107-   1,08/29/16,36E-291,8.6
 2961A20107-   1,08/29/16,36E-317,9.1
 2961A20107-   1,08/29/16,36E-493,3
 2961A20107-   1,08/29/16,36Y-999,0.8
 2961A20107-   1,08/29/16,P03-001,12.6
 7409-23955-   2,08/29/16,36E-140,6.2
 7409-23955-   2,08/29/16,36E-179,2.1
 7409-23955-   2,08/29/16,36E-193,4.6
 7409-23955-   2,08/29/16,36E-286,5.9
 7409-23955-   2,08/29/16,36E-M16,3
 7409-23955-   2,08/29/16,36E-M27,14.1
 7409-23955-   2,08/29/16,36E-M48,35.8
 7409-23955-   2,08/29/16,36Y-999,0.8
 7409-23955-   2,08/29/16,P03-001,13.1
  490A24152-   1,08/30/16,80A-004,36
  490A24152-   1,08/30/16,80A-102,24.9
  490A24152-   1,08/30/16,80A-169,6.6
  542A14091- W30,08/30/16,80A-W30,59.6
  542A22944-   2,08/30/16,80A-099,11.9
  542A22944-   2,08/30/16,80A-162,11.9
  542A22944-   2,08/30/16,80A-487,11.9
  542A22944-   2,08/30/16,80A-E93,11.9
  542A22944-   2,08/30/16,80A-M45,11.9
  542A23367-   2,08/30/16,80A-102,18.7
  542A23367-   2,08/30/16,80A-M17,13.4
  542A23367-   2,08/30/16,80A-M29,14.3
  542A23367-   2,08/30/16,80A-M38,13.4
  542A23367-   3,08/30/16,80A-M29,18.7
  542A23367-   3,08/30/16,80A-M38,13.4
  542A23367-   3,08/30/16,80A-R28,14.3
  542A23367-   3,08/30/16,80A-W67,13.4
  542A23904-   1,08/30/16,80A-670,17
  542A23904-   1,08/30/16,80A-800,16.2
  542A23904-   1,08/30/16,80A-A66,1
  542A23904-   1,08/30/16,80A-V26,25.8
  542A23911-   1,08/30/16,80A-157,22.7
  542A23911-   1,08/30/16,80A-M29,8.1
  542A23911-   1,08/30/16,80A-W30,28.8
  542A23912-   1,08/30/16,80A-102,11.1
  542A23912-   1,08/30/16,80A-157,2.1
  542A23912-   1,08/30/16,80A-670,35.4
  542A23912-   1,08/30/16,80A-883,11.1
  542A23916-   2,08/30/16,80A-295,30.6
  542A23916-   2,08/30/16,80A-298,1.9
  542A23916-   2,08/30/16,80A-320,2.3
  542A23916-   2,08/30/16,80A-651,1.5
  542A23916-   2,08/30/16,80A-818,1
  542A23916-   2,08/30/16,80A-AD3,2.3
  542A23916-   2,08/30/16,80A-AD4,1.4
  542A23916-   2,08/30/16,80A-B91,15.5
  542A23916-   2,08/30/16,80A-G21,3.1
  542A24104-   1,08/30/16,80A-004,8
  542A24104-   1,08/30/16,80A-152,5.9
  542A24104-   1,08/30/16,80A-419,9.1
  542A24104-   1,08/30/16,80A-840,16
  542A24104-   1,08/30/16,80A-B02,1.3
  542A24104-   1,08/30/16,80A-B91,4.2
  542A24104-   1,08/30/16,80A-G21,15.2
  617A15524-   1,08/30/16,P22-011,27.2
  617A15524-   1,08/30/16,P22-141,26.2
  641A23741-   2,08/30/16,PE5-011,7.4
  641A23741-   2,08/30/16,PE5-157,7.5
  641A23741-   2,08/30/16,PE5-188,7.4
  641A23741-   2,08/30/16,PE5-312,7.5
  641A23741-   2,08/30/16,PE5-727,7.4
  641A23741-   2,08/30/16,PE5-800,7.5
  641A23926-   1,08/30/16,PE5-141,0.9
  641A23926-   1,08/30/16,PE5-150,3.3
  641A23926-   1,08/30/16,PE5-202,2.8
  641A23926-   1,08/30/16,PE5-818,32.8
  641A23926-   1,08/30/16,PE5-827,3.5
  641A23926-   1,08/30/16,PE5-979,1.2
  641A23927-   1,08/30/16,PE5-011,7
  641A23927-   1,08/30/16,PE5-144,9.2
  641A23927-   1,08/30/16,PE5-150,8.2
  641A23927-   1,08/30/16,PE5-201,3
  641A23927-   1,08/30/16,PE5-202,8.8
  641A23927-   1,08/30/16,PE5-298,5.5
  641A23927-   1,08/30/16,PE5-529,2.7
  641A23928-   1,08/30/16,PE5-011,3.4
  641A23928-   1,08/30/16,PE5-141,34.2
  641A23928-   1,08/30/16,PE5-150,1.3
  641A23928-   1,08/30/16,PE5-399,4.8
  641A23929-   1,08/30/16,PE5-144,1.3
  641A23929-   1,08/30/16,PE5-169,1.3
  641A23929-   1,08/30/16,PE5-193,13.8
  641A23929-   1,08/30/16,PE5-202,14.2
  641A23929-   1,08/30/16,PE5-814,13.3
  641A23930-   1,08/30/16,PE5-011,0.1
  641A23930-   1,08/30/16,PE5-140,6.7
  641A23930-   1,08/30/16,PE5-150,14.4
  641A23930-   1,08/30/16,PE5-286,1.4
  641A23930-   1,08/30/16,PE5-518,0.9
  641A23930-   1,08/30/16,PE5-727,1
  641A23930-   1,08/30/16,PE5-814,19.6
  641A23931-   1,08/30/16,PE5-011,4.7
  641A23931-   1,08/30/16,PE5-193,9.9
  641A23931-   1,08/30/16,PE5-273,12.8
  641A23931-   1,08/30/16,PE5-390,12.8
  641A23931-   1,08/30/16,PE5-A66,4.1
  641A23933-   1,08/30/16,PE5-141,8.9
  641A23933-   1,08/30/16,PE5-273,12.9
  641A23933-   1,08/30/16,PE5-814,12.9
  641A23933-   1,08/30/16,PE5-F19,9.8
  641A24108-   1,08/30/16,PE5-011,5.4
  641A24108-   1,08/30/16,PE5-099,10
  641A24108-   1,08/30/16,PE5-141,8.7
  641A24108-   1,08/30/16,PE5-239,10
  641A24108-   1,08/30/16,PE5-837,10.4
  641A24109-   1,08/30/16,PE5-188,1.6
  641A24109-   1,08/30/16,PE5-286,6.9
  641A24109-   1,08/30/16,PE5-312,2.7
  641A24109-   1,08/30/16,PE5-390,0.4
  641A24109-   1,08/30/16,PE5-837,23.1
  641A24109-   1,08/30/16,PE5-840,1.9
  641A24109-   1,08/30/16,PE5-979,5.7
  641A24109-   1,08/30/16,PE5-B16,2.1
  641A24188-   1,08/30/16,PE5-011,8.7
  641A24188-   1,08/30/16,PE5-140,35.8
  642A24110-   1,08/30/16,PE5-011,0.3
  642A24110-   1,08/30/16,PE5-188,23.2
  642A24110-   1,08/30/16,PE5-193,2.2
  642A24110-   1,08/30/16,PE5-295,10.7
  642A24110-   1,08/30/16,PE5-312,11.1
  642A24110-   1,08/30/16,PE5-D62,2.2
  642A24110-   1,08/30/16,PE5-L15,1.1
  642A24111-   1,08/30/16,PE5-193,31.5
  642A24111-   1,08/30/16,PE5-834,2
  642A24111-   1,08/30/16,PE5-979,8.6
  642A24111-   1,08/30/16,PE5-F19,8.6
  747A24129-   1,08/30/16,P96-W70,28.2
  747A24129-   1,08/30/16,PE5-011,28.2
  775A23694-   1,08/30/16,96F-001,15.8
  775A23694-   1,08/30/16,96F-146,15.5
  775A23694-   1,08/30/16,96F-152,1.2
  775A23694-   1,08/30/16,96F-370,21.9
  782A23938-   1,08/30/16,PE5-B15,25.2
  782A23938-   1,08/30/16,PE5-D62,25.4
 2961C18321-   1,08/30/16,36E-272,4.4
 2961C18321-   1,08/30/16,36E-311,1.7
 2961C18321-   1,08/30/16,36E-822,7.3
 2961C18321-   1,08/30/16,36E-A66,23.6
 2961C18321-   1,08/30/16,36E-M49,3.8
 2961C18321-   1,08/30/16,36E-N93,10.2
 2961C18321-   1,08/30/16,36E-P51,12
 2961C18321-   1,08/30/16,36Y-999,0.8
 2961C18321-   1,08/30/16,P03-001,12.5
 5055-24047-   1,08/30/16,80A-001,11.9
 5055-24047-   1,08/30/16,80A-102,30
 5055-24047-   1,08/30/16,80Y-999,0.2
 5055-24047-   1,08/30/16,PE5-L15,15.9
 7152-22362-   5,08/30/16,36E-001,27.1
 7152-22362-   5,08/30/16,36E-102,35.3
 7152-22362-   5,08/30/16,P03-001,12.2
 7620J24060-   1,08/30/16,36E-102,21.4
 7620J24060-   1,08/30/16,36E-273,6.2
 7620J24060-   1,08/30/16,36E-298,8.7
 7620J24060-   1,08/30/16,36E-335,10.8
 7620J24060-   1,08/30/16,36E-401,5.1
 7620J24060-   1,08/30/16,36E-529,2.2
 7620J24060-   1,08/30/16,36E-684,8.7
 7620J24060-   1,08/30/16,36E-820,2.2
 7620J24060-   1,08/30/16,36E-A66,0.3
 7620J24060-   1,08/30/16,36E-M16,1.1
 7620J24060-   1,08/30/16,36Y-999,0.6
 7620J24060-   1,08/30/16,PE5-141,13.3
 7697A24058-   1,08/30/16,48E-140,13.2
 7697A24058-   1,08/30/16,48E-286,11.8
 7697A24058-   1,08/30/16,48E-360,4
 7697A24058-   1,08/30/16,48E-441,3.5
 7697A24058-   1,08/30/16,48E-529,4
 7697A24058-   1,08/30/16,48E-986,4.5
 7697A24058-   1,08/30/16,R45-140,10.2
 7697A24058-   1,08/30/16,R45-286,13.7
 7745A24151-   1,08/30/16,48E-004,32.9
 7745A24151-   1,08/30/16,48E-102,43.6
  542A22820-   2,08/31/16,80A-193,38.88
  542A22820-   2,08/31/16,80A-827,21
  542A22820-   3,08/31/16,80A-102,38.88
  542A22820-   3,08/31/16,80A-157,21
 2961A21706-   1,08/31/16,36E-111,1.4
 2961A21706-   1,08/31/16,36E-158,24
 2961A21706-   1,08/31/16,36E-181,26.4
 2961A21706-   1,08/31/16,36E-267,1.3
 2961A21706-   1,08/31/16,36E-480,1.1
 2961A21706-   1,08/31/16,36E-529,1.7
 2961A21706-   1,08/31/16,36E-684,1
 2961A21706-   1,08/31/16,36E-886,2.4
 2961A21706-   1,08/31/16,36E-D58,1.6
 2961A21706-   1,08/31/16,36E-G17,2.1
 2961A21706-   1,08/31/16,36Y-999,0.8
 2961A21706-   1,08/31/16,P03-001,12.6
 2961A04208-   1,09/01/16,36E-102,31.5
 2961A04208-   1,09/01/16,36E-267,31.5
 2961A04208-   1,09/01/16,36Y-999,0.8
 2961A04208-   1,09/01/16,P03-001,12.6
 7152-23430-   1,09/01/16,36E-193,11.9
 7152-23430-   1,09/01/16,36E-396,15.2
 7152-23430-   1,09/01/16,36E-A66,21.2
 7152-23430-   1,09/01/16,36E-M18,1.4
 7152-23430-   1,09/01/16,36E-N93,12.1
 7152-23430-   1,09/01/16,36Y-999,0.8
 7152-23430-   1,09/01/16,P03-001,12.2
 1891J23607-   1,09/02/16,36E-001,48.6
 1891J23607-   1,09/02/16,36E-102,3.8
 1891J23607-   1,09/02/16,36E-169,3.8
 1891J23607-   1,09/02/16,36E-179,3.8
 1891J23607-   1,09/02/16,36E-234,3.8
 1891J23607-   1,09/02/16,36Y-999,0.8
 1891J23607-   1,09/02/16,P03-001,12.6
 1891J23742-   1,09/02/16,36E-001,25.4
 1891J23742-   1,09/02/16,36E-144,1.6
 1891J23742-   1,09/02/16,36E-289,2.8
 1891J23742-   1,09/02/16,36E-293,3
 1891J23742-   1,09/02/16,36E-295,25
 1891J23742-   1,09/02/16,36E-299,2.1
 1891J23742-   1,09/02/16,36E-304,1.7
 1891J23742-   1,09/02/16,36E-319,2.3
 1891J23742-   1,09/02/16,36Y-999,0.8
 1891J23742-   1,09/02/16,P03-001,12.6
 1891J23850-   4,09/02/16,36E-136,2.9
 1891J23850-   4,09/02/16,36E-286,27.2
 1891J23850-   4,09/02/16,36E-321,2.2
 1891J23850-   4,09/02/16,36E-418,4.8
 1891J23850-   4,09/02/16,36E-529,17
 1891J23850-   4,09/02/16,36E-D58,9.5
 1891J23850-   4,09/02/16,36Y-999,0.8
 1891J23850-   4,09/02/16,P03-001,12.6
 2968A24253-   1,09/02/16,36E-001,29.4
 2968A24253-   1,09/02/16,36E-237,0.8
 2968A24253-   1,09/02/16,36E-299,4.5
 2968A24253-   1,09/02/16,36E-303,16
 2968A24253-   1,09/02/16,36E-602,4.6
 2968A24253-   1,09/02/16,36E-J63,1.4
 2968A24253-   1,09/02/16,36E-M48,6.3
 2968A24253-   1,09/02/16,36Y-999,0.8
 2968A24253-   1,09/02/16,P03-001,12.6
 3835-20736-   1,09/02/16,36E-001,35.5
 3835-20736-   1,09/02/16,36E-M16,5
 3835-20736-   1,09/02/16,36E-N93,28.4
 3835-20736-   1,09/02/16,36E-P51,19.6
 3835-20736-   1,09/02/16,36Y-999,1.2
 3835-20736-   1,09/02/16,P03-001,15.6
 5303-22813-   1,09/02/16,16A-102,6.8
 5303-22813-   1,09/02/16,16A-140,4
 5303-22813-   1,09/02/16,16A-278,4.2
 5303-22813-   1,09/02/16,16A-Q01,66.5
 5303-22813-   1,09/02/16,P03-001,8.1
 7734-23984-   1,09/02/16,25A-004,6.6
 7734-23984-   1,09/02/16,25A-102,46.6
 7734-23984-   1,09/02/16,25A-157,4.3
 7734-23984-   1,09/02/16,25A-166,5.1
 7734-23984-   1,09/02/16,25A-179,5
 7734-23984-   1,09/02/16,25A-192,6.7
 7734-23984-   1,09/02/16,25A-225,7.8
 7734-23984-   1,09/02/16,25A-289,2.1
  726-23419-   1,09/06/16,36B-001,3.1
  726-23419-   1,09/06/16,36B-111,2.9
  726-23419-   1,09/06/16,36B-237,2.9
  726-23419-   1,09/06/16,36B-295,3.1
  726-23419-   1,09/06/16,36B-384,2.9
  726-23419-   1,09/06/16,36B-481,2.9
  726-23419-   1,09/06/16,36B-620,56.9
  726-23419-   1,09/06/16,48A-002,24
 2961A21769-   1,09/06/16,36E-001,2.8
 2961A21769-   1,09/06/16,36E-111,4.9
 2961A21769-   1,09/06/16,36E-193,31.5
 2961A21769-   1,09/06/16,36E-412,4.4
 2961A21769-   1,09/06/16,36E-480,4.1
 2961A21769-   1,09/06/16,36E-493,5.3
 2961A21769-   1,09/06/16,36E-819,3
 2961A21769-   1,09/06/16,36E-886,3.3
 2961A21769-   1,09/06/16,36E-M38,3.9
 2961A21769-   1,09/06/16,36Y-999,0.8
 2961A21769-   1,09/06/16,P03-001,12.6
 2968A22211-   1,09/06/16,36E-001,5.8
 2968A22211-   1,09/06/16,36E-111,9.1
 2968A22211-   1,09/06/16,36E-137,2.7
 2968A22211-   1,09/06/16,36E-140,12.2
 2968A22211-   1,09/06/16,36E-345,13.2
 2968A22211-   1,09/06/16,36E-524,14
 2968A22211-   1,09/06/16,36E-G17,6.2
 2968A22211-   1,09/06/16,36Y-999,0.8
 2968A22211-   1,09/06/16,P03-001,12.6
 7734-23980-   1,09/06/16,25A-102,10.1
 7734-23980-   1,09/06/16,25A-150,19.1
 7734-23980-   1,09/06/16,25A-263,29.5
 7734-23980-   1,09/06/16,25A-827,25.8
  996-24387-   1,09/07/16,22G-001,3.9
  996-24387-   1,09/07/16,22G-102,21.4
  996-24387-   1,09/07/16,22G-524,47.7
  996-24387-   1,09/07/16,22G-985,13.2
  996-24387-   1,09/07/16,22G-AC7,7.3
  996-24387-   1,09/07/16,22G-L62,2.9
 1891H17259-   1,09/07/16,36E-102,27.5
 1891H17259-   1,09/07/16,36E-529,8.6
 1891H17259-   1,09/07/16,36E-822,31.1
 1891H17259-   1,09/07/16,36Y-999,0.8
 1891H17259-   1,09/07/16,P03-001,12.5
 2961A20923-   1,09/07/16,36E-102,31.5
