MillStyleKey,DateLastUsed,Yarn#,LbsPerPiece
 3642V24251-   1,09/20/16,P03-001,11.7
 7675-23806-   1,09/20/16,25A-185,22.6
 7675-23806-   1,09/20/16,25A-360,22.2
 7675-23806-   1,09/20/16,25A-M29,21.9
 5055-24407-   1,09/21/16,80A-102,14.4
 5055-24407-   1,09/21/16,80A-111,7.1
 5055-24407-   1,09/21/16,80A-157,1
 5055-24407-   1,09/21/16,80A-237,3.2
 5055-24407-   1,09/21/16,80A-289,3.5
 5055-24407-   1,09/21/16,80A-299,3.5
 5055-24407-   1,09/21/16,80A-304,1.6
 5055-24407-   1,09/21/16,80A-320,0.1
 5055-24407-   1,09/21/16,80A-481,7.4
 5055-24407-   1,09/21/16,80Y-999,0.2
 5055-24407-   1,09/21/16,PE5-141,15.9
  774-23070- W50,09/22/16,80A-W50,50.1
 7675-23952-   1,09/22/16,25A-179,6.4
 7675-23952-   1,09/22/16,25A-185,2.9
 7675-23952-   1,09/22/16,25A-263,32.2
 7675-23952-   1,09/22/16,25A-289,8.9
 7675-23952-   1,09/22/16,25A-353,5.2
 7675-23952-   1,09/22/16,25A-487,3.3
 7675-23952-   1,09/22/16,25A-J91,7.9
 2961A20877-   1,09/23/16,36E-001,3.6
 2961A20877-   1,09/23/16,36E-102,8
 2961A20877-   1,09/23/16,36E-169,3.5
 2961A20877-   1,09/23/16,36E-234,2.6
 2961A20877-   1,09/23/16,36E-237,0.9
 2961A20877-   1,09/23/16,36E-289,0.9
 2961A20877-   1,09/23/16,36E-291,2.7
 2961A20877-   1,09/23/16,36E-292,2.6
 2961A20877-   1,09/23/16,36E-304,3.6
 2961A20877-   1,09/23/16,36E-319,0.9
 2961A20877-   1,09/23/16,36E-M38,33.6
 2961A20877-   1,09/23/16,36Y-999,0.8
 2961A20877-   1,09/23/16,P03-001,12.6
 2961A24370-   1,09/23/16,36E-883,31.5
 2961A24370-   1,09/23/16,36E-N93,31.5
 2961A24370-   1,09/23/16,36Y-999,0.8
 2961A24370-   1,09/23/16,P03-001,12.6
 2968A22199-   1,09/23/16,36E-181,2.5
 2968A22199-   1,09/23/16,36E-380,1
 2968A22199-   1,09/23/16,36E-447,10
 2968A22199-   1,09/23/16,36E-B91,26.6
 2968A22199-   1,09/23/16,36E-D58,5.1
 2968A22199-   1,09/23/16,36E-M18,11.2
 2968A22199-   1,09/23/16,36E-M49,6.6
 2968A22199-   1,09/23/16,36Y-999,0.8
 2968A22199-   1,09/23/16,P03-001,12.6
  485A23867-   1,09/26/16,PE5-011,29.6
  485A23867-   1,09/26/16,PE5-223,15.4
  485A23867-   1,09/26/16,PE5-493,14.2
  642A23842-   1,09/26/16,PE5-011,7
  642A23842-   1,09/26/16,PE5-141,43.9
  726-21561-   1,09/26/16,36B-140,11.3
  726-21561-   1,09/26/16,36B-237,52.2
  726-21561-   1,09/26/16,36B-396,11.3
  726-21561-   1,09/26/16,48A-002,24
  726-22799-   1,09/26/16,36B-140,8.7
  726-22799-   1,09/26/16,36B-290,5.2
  726-22799-   1,09/26/16,36B-396,2.6
  726-22799-   1,09/26/16,36B-819,6.4
  726-22799-   1,09/26/16,36B-883,44
  726-22799-   1,09/26/16,36B-D58,3.5
  726-22799-   1,09/26/16,36B-G60,4.5
  726-22799-   1,09/26/16,48A-002,24
 2902A19141-   1,09/26/16,36E-102,9.9
 2902A19141-   1,09/26/16,36E-169,15.3
 2902A19141-   1,09/26/16,36E-293,10.2
 2902A19141-   1,09/26/16,36E-296,6.3
 2902A19141-   1,09/26/16,36E-298,14.9
 2902A19141-   1,09/26/16,36E-320,6.3
 2902A19141-   1,09/26/16,36Y-999,0.8
 2902A19141-   1,09/26/16,P03-001,12.6
  996-23335-   1,09/27/16,22G-001,17
  996-23335-   1,09/27/16,22G-211,27.2
  996-23335-   1,09/27/16,22G-N93,52.5
 1890-01801-   4,09/27/16,36E-001,2.9
 1890-01801-   4,09/27/16,36E-102,31.2
 1890-01801-   4,09/27/16,36E-237,2.9
 1890-01801-   4,09/27/16,36E-288,1
 1890-01801-   4,09/27/16,36E-289,2.9
 1890-01801-   4,09/27/16,36E-290,1
 1890-01801-   4,09/27/16,36E-291,1
 1890-01801-   4,09/27/16,36E-293,2.9
 1890-01801-   4,09/27/16,36E-298,8.8
 1890-01801-   4,09/27/16,36E-299,2.9
 1890-01801-   4,09/27/16,36E-319,2.9
 1890-01801-   4,09/27/16,36Y-999,0.8
 1890-01801-   4,09/27/16,P03-001,12.7
 1890-01836-   1,09/27/16,36E-001,25
 1890-01836-   1,09/27/16,36E-237,1.1
 1890-01836-   1,09/27/16,36E-289,2.2
 1890-01836-   1,09/27/16,36E-290,0.5
 1890-01836-   1,09/27/16,36E-293,2.4
 1890-01836-   1,09/27/16,36E-295,26.9
 1890-01836-   1,09/27/16,36E-299,1.9
 1890-01836-   1,09/27/16,36E-304,0.7
 1890-01836-   1,09/27/16,36E-318,0.4
 1890-01836-   1,09/27/16,36E-319,0.9
 1890-01836-   1,09/27/16,36Y-999,0.8
 1890-01836-   1,09/27/16,P03-001,11.3
 3835-23828-   1,09/27/16,36E-001,32.4
 3835-23828-   1,09/27/16,36E-136,1.5
 3835-23828-   1,09/27/16,36E-286,3.3
 3835-23828-   1,09/27/16,36E-360,6.7
 3835-23828-   1,09/27/16,36E-418,6.7
 3835-23828-   1,09/27/16,36E-529,4.6
 3835-23828-   1,09/27/16,36E-M16,11.2
 3835-23828-   1,09/27/16,36E-M27,21.6
 3835-23828-   1,09/27/16,36E-N93,0.6
 3835-23828-   1,09/27/16,36Y-999,1.2
 3835-23828-   1,09/27/16,P03-001,15.6
 3836F21799-   1,09/28/16,36E-001,8.8
 3836F21799-   1,09/28/16,36E-234,0.9
 3836F21799-   1,09/28/16,36E-237,2.6
 3836F21799-   1,09/28/16,36E-288,1.8
 3836F21799-   1,09/28/16,36E-289,2.6
 3836F21799-   1,09/28/16,36E-291,0.9
 3836F21799-   1,09/28/16,36E-293,2.6
 3836F21799-   1,09/28/16,36E-295,40.4
 3836F21799-   1,09/28/16,36E-299,2.6
 3836F21799-   1,09/28/16,36E-304,3.5
 3836F21799-   1,09/28/16,36E-319,2.6
 3836F21799-   1,09/28/16,36Y-999,1
 3836F21799-   1,09/28/16,P03-001,14.2
 7601-18743-   2,09/28/16,48E-004,36.4
 7601-18743-   2,09/28/16,48E-N06,36.7
  435A23483-   2,09/29/16,P22-141,42.8
  435A23483-   2,09/29/16,P22-A66,31.7
  542A14091- M49,09/29/16,80A-M49,59.6
  542A23915-   1,09/29/16,80A-004,8.4
  542A23915-   1,09/29/16,80A-102,22.6
  542A23915-   1,09/29/16,80A-204,9.5
  542A23915-   1,09/29/16,80A-295,9.5
  542A23915-   1,09/29/16,80A-M49,9.5
  542A24095-   2,09/29/16,80A-004,10.1
  542A24095-   2,09/29/16,80A-152,12.1
  542A24095-   2,09/29/16,80A-827,12.1
  542A24095-   2,09/29/16,80A-923,2
  542A24095-   2,09/29/16,80A-M04,23.22
  641A23536-   1,09/29/16,PE5-160,8.9
  641A23536-   1,09/29/16,PE5-202,4.4
  641A23536-   1,09/29/16,PE5-295,8.9
  641A23536-   1,09/29/16,PE5-576,8.9
  641A23536-   1,09/29/16,PE5-670,8.9
  641A23536-   1,09/29/16,PE5-A66,4.4
  641A23537-   1,09/29/16,PE5-141,5.4
  641A23537-   1,09/29/16,PE5-150,5.7
  641A23537-   1,09/29/16,PE5-188,5.7
  641A23537-   1,09/29/16,PE5-286,5.7
  641A23537-   1,09/29/16,PE5-295,5.7
  641A23537-   1,09/29/16,PE5-390,5.7
  641A23537-   1,09/29/16,PE5-827,5.7
  641A23537-   1,09/29/16,PE5-A66,4.6
  641A23634-   5,09/29/16,PE5-011,21.3
  641A23634-   5,09/29/16,PE5-441,23.1
  641A23634-   6,09/29/16,P96-W69,21.3
  641A23634-   6,09/29/16,PE5-141,23.1
  641A23699-   1,09/29/16,PE5-011,20.5
  641A23699-   1,09/29/16,PE5-099,5.2
  641A23699-   1,09/29/16,PE5-199,0.8
  641A23699-   1,09/29/16,PE5-204,16
  641A23699-   1,09/29/16,PE5-370,0.8
  641A23699-   1,09/29/16,PE5-401,0.8
  641A23739-   1,09/29/16,P96-W43,10.8
  641A23739-   1,09/29/16,PE5-039,3
  641A23739-   1,09/29/16,PE5-286,11.4
  641A23739-   1,09/29/16,PE5-444,9.2
  641A23739-   1,09/29/16,PE5-551,7.4
  641A23739-   1,09/29/16,PE5-B02,2.7
  641A23739-   2,09/29/16,P96-W43,10.8
  641A23739-   2,09/29/16,PE5-444,9.2
  641A23739-   2,09/29/16,PE5-518,7.4
  641A23739-   2,09/29/16,PE5-979,2.7
  641A23739-   2,09/29/16,PE5-B02,3
  641A23739-   2,09/29/16,PE5-H96,11.4
  641A23740-   1,09/29/16,PE5-011,10.7
  641A23740-   1,09/29/16,PE5-039,7.6
  641A23740-   1,09/29/16,PE5-144,8.2
  641A23740-   1,09/29/16,PE5-295,11.6
  641A23740-   1,09/29/16,PE5-A66,6.4
  641A23741-   1,09/29/16,P96-W43,7.4
  641A23741-   1,09/29/16,PE5-011,7.4
  641A23741-   1,09/29/16,PE5-146,7.4
  641A23741-   1,09/29/16,PE5-239,7.5
  641A23741-   1,09/29/16,PE5-923,7.5
  641A23741-   1,09/29/16,PE5-D62,7.5
  642A23418-   2,09/29/16,PE5-011,25.2
  642A23418-   2,09/29/16,PE5-979,25.4
  642A23418-   3,09/29/16,PE5-011,25.2
  642A23418-   3,09/29/16,PE5-390,25.4
  669A17133- W43,09/29/16,P96-W43,43.8
  738-22800-   1,09/29/16,36B-140,7.5
  738-22800-   1,09/29/16,36B-290,4.5
  738-22800-   1,09/29/16,36B-396,2.2
  738-22800-   1,09/29/16,36B-819,5.5
  738-22800-   1,09/29/16,36B-883,37.8
  738-22800-   1,09/29/16,36B-D58,3
  738-22800-   1,09/29/16,36B-G60,3.8
  738-22800-   1,09/29/16,48A-002,20.7
  775A24139-   2,09/29/16,96F-001,11.4
  775A24139-   2,09/29/16,96F-181,10.7
  775A24139-   2,09/29/16,96F-320,11.4
  775A24139-   2,09/29/16,96F-A66,10.7
  775A24139-   2,09/29/16,96F-B91,10.7
 1890-01800-  14,09/29/16,36E-001,4
 1890-01800-  14,09/29/16,36E-237,3
 1890-01800-  14,09/29/16,36E-289,3
 1890-01800-  14,09/29/16,36E-293,4
 1890-01800-  14,09/29/16,36E-296,33
 1890-01800-  14,09/29/16,36E-299,3.1
 1890-01800-  14,09/29/16,36E-886,4
 1890-01800-  14,09/29/16,36E-J63,9.2
 1890-01800-  14,09/29/16,36Y-999,0.8
 1890-01800-  14,09/29/16,P03-001,12.7
 3813C19425-   1,09/29/16,36E-001,12
 3813C19425-   1,09/29/16,36E-102,0.5
 3813C19425-   1,09/29/16,36E-140,3.4
 3813C19425-   1,09/29/16,36E-150,0.7
 3813C19425-   1,09/29/16,36E-169,44.8
 3813C19425-   1,09/29/16,36E-181,1.7
 3813C19425-   1,09/29/16,36E-291,0.5
 3813C19425-   1,09/29/16,36E-292,1
 3813C19425-   1,09/29/16,36E-293,1.7
 3813C19425-   1,09/29/16,36E-380,1.3
 3813C19425-   1,09/29/16,36E-602,2
 3813C19425-   1,09/29/16,36Y-999,1
 3813C19425-   1,09/29/16,P03-001,13.7
 7584A18221-LGRG,09/29/16,36F-001,84.4
  542A24096-   1,09/30/16,80A-144,13.9
  542A24096-   1,09/30/16,80A-181,0.8
  542A24096-   1,09/30/16,80A-295,15.2
  542A24096-   1,09/30/16,80A-370,4.3
  542A24096-   1,09/30/16,80A-B91,25.4
  738-23306-   1,09/30/16,36B-001,2.7
  738-23306-   1,09/30/16,36B-111,2.5
  738-23306-   1,09/30/16,36B-237,2.4
  738-23306-   1,09/30/16,36B-295,2.6
  738-23306-   1,09/30/16,36B-384,2.5
  738-23306-   1,09/30/16,36B-481,2.5
  738-23306-   1,09/30/16,36B-620,49
  738-23306-   1,09/30/16,48A-002,20.7
 2968A21114-   1,09/30/16,36E-001,1.5
 2968A21114-   1,09/30/16,36E-102,2
 2968A21114-   1,09/30/16,36E-140,8.4
 2968A21114-   1,09/30/16,36E-169,16.5
 2968A21114-   1,09/30/16,36E-193,1.7
 2968A21114-   1,09/30/16,36E-345,0.2
 2968A21114-   1,09/30/16,36E-396,2.9
 2968A21114-   1,09/30/16,36E-524,1.1
 2968A21114-   1,09/30/16,36E-822,5
 2968A21114-   1,09/30/16,36E-A66,23.6
 2968A21114-   1,09/30/16,36Y-999,0.8
 2968A21114-   1,09/30/16,P03-001,12.6
 3642-20316-  17,09/30/16,36E-001,0.7
 3642-20316-  17,09/30/16,36E-111,0.7
 3642-20316-  17,09/30/16,36E-174,28.1
 3642-20316-  17,09/30/16,36E-287,2.1
 3642-20316-  17,09/30/16,36E-401,3
 3642-20316-  17,09/30/16,36E-480,0.7
 3642-20316-  17,09/30/16,36E-481,2.1
 3642-20316-  17,09/30/16,36E-575,0.7
 3642-20316-  17,09/30/16,36E-591,2.1
 3642-20316-  17,09/30/16,36E-684,2.1
 3642-20316-  17,09/30/16,36E-821,6.6
 3642-20316-  17,09/30/16,36E-H96,2.4
 3642-20316-  17,09/30/16,P03-001,11.7
 3835-23433-   1,09/30/16,36E-136,2.4
 3835-23433-   1,09/30/16,36E-144,2.8
 3835-23433-   1,09/30/16,36E-295,0.5
 3835-23433-   1,09/30/16,36E-360,2.3
 3835-23433-   1,09/30/16,36E-380,2.7
 3835-23433-   1,09/30/16,36E-529,2.4
 3835-23433-   1,09/30/16,36E-543,35.7
 3835-23433-   1,09/30/16,36E-886,3.3
 3835-23433-   1,09/30/16,36E-J06,36.4
 3835-23433-   1,09/30/16,36Y-999,1.2
 3835-23433-   1,09/30/16,P03-001,15.6
 2104-23845-   1,10/03/16,36E-001,4.1
 2104-23845-   1,10/03/16,36E-289,1.1
 2104-23845-   1,10/03/16,36E-293,1.1
 2104-23845-   1,10/03/16,36E-299,1.1
 2104-23845-   1,10/03/16,36E-304,1.1
 2104-23845-   1,10/03/16,36E-319,1.1
 2104-23845-   1,10/03/16,36E-320,1.1
 2104-23845-   1,10/03/16,36E-B91,8.2
 2104-23845-   1,10/03/16,36E-M16,10
 2104-23845-   1,10/03/16,36E-P57,19.6
 2104-23845-   1,10/03/16,36Y-999,0.6
 2104-23845-   1,10/03/16,P03-001,8.1
 2961A17287-   1,10/03/16,36E-102,2.8
 2961A17287-   1,10/03/16,36E-169,42
 2961A17287-   1,10/03/16,36E-289,1.2
 2961A17287-   1,10/03/16,36E-292,3.9
 2961A17287-   1,10/03/16,36E-293,2.8
 2961A17287-   1,10/03/16,36E-300,7.9
 2961A17287-   1,10/03/16,36E-320,2.4
 2961A17287-   1,10/03/16,36Y-999,0.8
 2961A17287-   1,10/03/16,P03-001,12.6
 3849F23428-   1,10/03/16,36E-193,7.7
 3849F23428-   1,10/03/16,36E-396,13.3
 3849F23428-   1,10/03/16,36E-A66,21.7
 3849F23428-   1,10/03/16,36E-M18,6.1
 3849F23428-   1,10/03/16,36E-N93,18.2
 3849F23428-   1,10/03/16,36Y-999,1
 3849F23428-   1,10/03/16,P03-001,15.3
 2961A18477-   1,10/04/16,36E-001,2.2
 2961A18477-   1,10/04/16,36E-102,23.7
 2961A18477-   1,10/04/16,36E-289,2.2
 2961A18477-   1,10/04/16,36E-293,2.2
 2961A18477-   1,10/04/16,36E-299,2.2
 2961A18477-   1,10/04/16,36E-304,2.5
 2961A18477-   1,10/04/16,36E-319,2.2
 2961A18477-   1,10/04/16,36E-320,2.2
 2961A18477-   1,10/04/16,36E-493,0.3
 2961A18477-   1,10/04/16,36E-M38,23
 2961A18477-   1,10/04/16,36Y-999,0.8
 2961A18477-   1,10/04/16,P03-001,12.6
 3642-23893-   3,10/04/16,36E-001,15.1
 3642-23893-   3,10/04/16,36E-140,12
 3642-23893-   3,10/04/16,36E-651,8.2
 3642-23893-   3,10/04/16,36E-684,4.8
 3642-23893-   3,10/04/16,36E-J18,10.6
 3642-23893-   3,10/04/16,36Y-999,0.6
 3642-23893-   3,10/04/16,P03-001,11.7
 3837F23448-   1,10/04/16,36E-001,4.2
 3837F23448-   1,10/04/16,36E-137,10.2
 3837F23448-   1,10/04/16,36E-140,4.2
 3837F23448-   1,10/04/16,36E-146,3.3
 3837F23448-   1,10/04/16,36E-300,15.8
 3837F23448-   1,10/04/16,36E-493,2.5
 3837F23448-   1,10/04/16,36E-602,1.1
 3837F23448-   1,10/04/16,36E-A66,21.6
 3837F23448-   1,10/04/16,36E-M38,5.8
 3837F23448-   1,10/04/16,36E-M49,1
 3837F23448-   1,10/04/16,36Y-999,1
 3837F23448-   1,10/04/16,P03-001,14.2
  729J23712-   1,10/05/16,36B-001,32.8
  729J23712-   1,10/05/16,36B-102,3.4
  729J23712-   1,10/05/16,36B-314,3.4
  729J23712-   1,10/05/16,36B-315,3.4
  729J23712-   1,10/05/16,36B-316,3.4
  729J23712-   1,10/05/16,48A-002,15.1
 1891J23392-   1,10/05/16,36E-272,7.7
 1891J23392-   1,10/05/16,36E-286,8.3
 1891J23392-   1,10/05/16,36E-295,10.4
 1891J23392-   1,10/05/16,36E-360,7
 1891J23392-   1,10/05/16,36E-380,6.6
 1891J23392-   1,10/05/16,36E-529,7.6
 1891J23392-   1,10/05/16,36E-B91,5
 1891J23392-   1,10/05/16,36E-D58,2.8
 1891J23392-   1,10/05/16,36E-M48,8.3
 1891J23392-   1,10/05/16,36Y-999,0.8
 1891J23392-   1,10/05/16,P03-001,12.6
 1891J23522-   4,10/05/16,36E-001,11.7
 1891J23522-   4,10/05/16,36E-298,7.9
 1891J23522-   4,10/05/16,36E-401,10.4
 1891J23522-   4,10/05/16,36E-529,9.4
 1891J23522-   4,10/05/16,36E-684,6.6
 1891J23522-   4,10/05/16,36E-D58,17.8
 1891J23522-   4,10/05/16,36Y-999,0.8
 1891J23522-   4,10/05/16,P03-001,12.6
 2104-23845-   4,10/05/16,36E-001,19.6
 2104-23845-   4,10/05/16,36E-289,1.1
 2104-23845-   4,10/05/16,36E-293,1.1
 2104-23845-   4,10/05/16,36E-299,1.1
 2104-23845-   4,10/05/16,36E-304,1.1
 2104-23845-   4,10/05/16,36E-319,1.1
 2104-23845-   4,10/05/16,36E-320,1.1
 2104-23845-   4,10/05/16,36E-B91,8.2
 2104-23845-   4,10/05/16,36E-M16,10
 2104-23845-   4,10/05/16,36E-P57,4.1
 2104-23845-   4,10/05/16,36Y-999,0.6
 2104-23845-   4,10/05/16,P03-001,8.1
 2961A24258-   1,10/05/16,36E-144,4.1
 2961A24258-   1,10/05/16,36E-169,1.3
 2961A24258-   1,10/05/16,36E-883,31.6
 2961A24258-   1,10/05/16,36E-M38,26.1
 2961A24258-   1,10/05/16,36Y-999,0.8
 2961A24258-   1,10/05/16,P03-001,12.6
 2961J23438-   1,10/05/16,36E-136,1.2
 2961J23438-   1,10/05/16,36E-241,17.9
 2961J23438-   1,10/05/16,36E-311,2.4
 2961J23438-   1,10/05/16,36E-396,4.1
 2961J23438-   1,10/05/16,36E-401,2.2
 2961J23438-   1,10/05/16,36E-432,0.5
 2961J23438-   1,10/05/16,36E-684,0.2
 2961J23438-   1,10/05/16,36E-820,3.1
 2961J23438-   1,10/05/16,36E-A66,29.5
 2961J23438-   1,10/05/16,36E-H96,2.7
 2961J23438-   1,10/05/16,36Y-999,0.8
 2961J23438-   1,10/05/16,P03-001,12.6
 7675-20647-   1,10/05/16,25A-112,38.2
 7675-20647-   1,10/05/16,25A-166,7.2
 7675-20647-   1,10/05/16,25A-263,5.9
 7675-20647-   1,10/05/16,25A-360,3.6
 7675-20647-   1,10/05/16,25A-B51,7.4
 7675-20647-   1,10/05/16,25A-M07,5.7
 7675-23136-   1,10/05/16,25A-150,9
 7675-23136-   1,10/05/16,25A-188,9
 7675-23136-   1,10/05/16,25A-241,15.3
 7675-23136-   1,10/05/16,25A-B61,9
 7675-23136-   1,10/05/16,25A-M29,9
 7675-23136-   1,10/05/16,25A-M49,15.3
 7739-23747-   1,10/05/16,36E-001,3.4
 7739-23747-   1,10/05/16,36E-102,3.8
 7739-23747-   1,10/05/16,36E-130,3.6
 7739-23747-   1,10/05/16,36E-M38,5.7
 7739-23747-   1,10/05/16,36E-M48,1.7
 7739-23747-   1,10/05/16,36E-M49,3.2
 7739-23747-   1,10/05/16,36Y-999,0.3
 7739-23747-   1,10/05/16,PE5-141,13.3
 7739-23747-   1,10/05/16,R45-011,19.3
 7739-23747-   1,10/05/16,R45-102,18
  641A16367-   1,10/06/16,PE5-141,15.8
  641A16367-   1,10/06/16,PE5-193,13.2
  641A16367-   1,10/06/16,PE5-814,14.5
 2961A16209-   2,10/06/16,36E-001,7.7
 2961A16209-   2,10/06/16,36E-102,31.5
 2961A16209-   2,10/06/16,36E-319,21.8
 2961A16209-   2,10/06/16,36E-M38,2
 2961A16209-   2,10/06/16,36Y-999,0.8
 2961A16209-   2,10/06/16,P03-001,12.6
 3849F23835-   1,10/06/16,36E-181,5.5
 3849F23835-   1,10/06/16,36E-293,1.5
 3849F23835-   1,10/06/16,36E-322,11.8
 3849F23835-   1,10/06/16,36E-370,3.1
 3849F23835-   1,10/06/16,36E-380,8.7
 3849F23835-   1,10/06/16,36E-396,8.7
 3849F23835-   1,10/06/16,36E-529,13.3
 3849F23835-   1,10/06/16,36E-543,7.3
 3849F23835-   1,10/06/16,36E-B91,1.5
 3849F23835-   1,10/06/16,36E-D58,5.5
 3849F23835-   1,10/06/16,36Y-999,1
 3849F23835-   1,10/06/16,P03-001,15.3
 7675-23590-   2,10/06/16,25A-140,11.2
 7675-23590-   2,10/06/16,25A-148,27.8
 7675-23590-   2,10/06/16,25A-157,11.2
 7675-23590-   2,10/06/16,25A-179,5.6
 7675-23590-   2,10/06/16,25A-289,11.2
 7751-24324-   1,10/06/16,26E-140,10.1
 7751-24324-   1,10/06/16,26E-204,21.3
 7751-24324-   1,10/06/16,26E-B91,16.4
 7751-24324-   1,10/06/16,26E-G77,15.5
 2961A21064-   1,10/07/16,36E-102,31.2
 2961A21064-   1,10/07/16,36E-169,31.2
 2961A21064-   1,10/07/16,36E-179,0.7
 2961A21064-   1,10/07/16,36Y-999,0.8
 2961A21064-   1,10/07/16,P03-001,12.6
 3849F23770-   1,10/07/16,36E-157,11.8
 3849F23770-   1,10/07/16,36E-169,4.1
 3849F23770-   1,10/07/16,36E-193,4.8
 3849F23770-   1,10/07/16,36E-267,9
 3849F23770-   1,10/07/16,36E-293,1.8
 3849F23770-   1,10/07/16,36E-318,3.6
 3849F23770-   1,10/07/16,36E-360,12
 3849F23770-   1,10/07/16,36E-B91,14
 3849F23770-   1,10/07/16,36E-M27,5.8
 3849F23770-   1,10/07/16,36Y-999,1
 3849F23770-   1,10/07/16,P03-001,15.3
 7751-24326-   1,10/07/16,26E-128,10.7
 7751-24326-   1,10/07/16,26E-193,22.2
 7751-24326-   1,10/07/16,26E-286,11.7
 7751-24326-   1,10/07/16,26E-A66,3
 7751-24326-   1,10/07/16,26E-M38,15.7
 1890-24255-   1,10/10/16,36E-001,7.3
 1890-24255-   1,10/10/16,36E-102,1
 1890-24255-   1,10/10/16,36E-140,4
 1890-24255-   1,10/10/16,36E-169,38.6
 1890-24255-   1,10/10/16,36E-181,2.7
 1890-24255-   1,10/10/16,36E-291,0.8
 1890-24255-   1,10/10/16,36E-292,0.4
 1890-24255-   1,10/10/16,36E-293,0.8
 1890-24255-   1,10/10/16,36E-380,2
 1890-24255-   1,10/10/16,36E-602,3.3
 1890-24255-   1,10/10/16,P03-001,12.7
 2989S23895-   1,10/10/16,36E-181,5.8
 2989S23895-   1,10/10/16,36E-193,8.9
 2989S23895-   1,10/10/16,36E-370,12
 2989S23895-   1,10/10/16,36E-543,11
 2989S23895-   1,10/10/16,36E-B91,21.4
 2989S23895-   1,10/10/16,36Y-999,0.8
 2989S23895-   1,10/10/16,P03-001,10.8
 2989S23894-   1,10/11/16,36E-157,6.2
 2989S23894-   1,10/11/16,36E-304,10.8
 2989S23894-   1,10/11/16,36E-A66,10.8
 2989S23894-   1,10/11/16,36E-M18,6
 2989S23894-   1,10/11/16,36E-N93,25.2
 2989S23894-   1,10/11/16,36Y-999,0.8
 2989S23894-   1,10/11/16,P03-001,10.8
 3642-20316-  15,10/11/16,36E-001,2.4
 3642-20316-  15,10/11/16,36E-237,2.1
 3642-20316-  15,10/11/16,36E-289,2.1
 3642-20316-  15,10/11/16,36E-290,0.7
 3642-20316-  15,10/11/16,36E-293,2.1
 3642-20316-  15,10/11/16,36E-299,3
 3642-20316-  15,10/11/16,36E-380,0.7
 3642-20316-  15,10/11/16,36E-480,2.1
 3642-20316-  15,10/11/16,36E-493,28.1
 3642-20316-  15,10/11/16,36E-A66,0.7
 3642-20316-  15,10/11/16,36E-B91,0.7
 3642-20316-  15,10/11/16,36E-M16,6.6
 3642-20316-  15,10/11/16,P03-001,11.7
 3849F23014-   1,10/11/16,36E-001,20.6
 3849F23014-   1,10/11/16,36E-174,0.9
 3849F23014-   1,10/11/16,36E-293,3
 3849F23014-   1,10/11/16,36E-299,10.7
 3849F23014-   1,10/11/16,36E-345,4.7
 3849F23014-   1,10/11/16,36E-401,4
 3849F23014-   1,10/11/16,36E-480,2.3
 3849F23014-   1,10/11/16,36E-824,2.3
 3849F23014-   1,10/11/16,36E-G17,5.2
 3849F23014-   1,10/11/16,36E-J06,2.7
 3849F23014-   1,10/11/16,36E-M48,10.6
 3849F23014-   1,10/11/16,36Y-999,1
 3849F23014-   1,10/11/16,P03-001,15.3
 3849F23444-   1,10/11/16,36E-001,33.6
 3849F23444-   1,10/11/16,36E-102,33.6
 3849F23444-   1,10/11/16,36Y-999,1
 3849F23444-   1,10/11/16,P03-001,15.3
 7652-23582-   1,10/11/16,72B-102,22.3
 7652-23582-   1,10/11/16,72B-148,17.8
 7652-23582-   1,10/11/16,72B-316,17.2
 7652-23582-   1,10/11/16,P4S-011,0.01
 2961A15897-   6,10/12/16,36E-001,5.5
 2961A15897-   6,10/12/16,36E-202,18.3
 2961A15897-   6,10/12/16,36E-447,13.2
 2961A15897-   6,10/12/16,36E-620,1.5
 2961A15897-   6,10/12/16,36E-883,1.5
 2961A15897-   6,10/12/16,36E-J06,1.5
 2961A15897-   6,10/12/16,36E-M16,21.5
 2961A15897-   6,10/12/16,36Y-999,0.8
 2961A15897-   6,10/12/16,P03-001,12.6
 8032-19889- GRG,10/12/16,60H-V96,72.2
  542A24476-   1,10/13/16,80A-102,6.4
  542A24476-   1,10/13/16,80A-169,9.9
  542A24476-   1,10/13/16,80A-237,5
  542A24476-   1,10/13/16,80A-295,6
  542A24476-   1,10/13/16,80A-399,8
  542A24476-   1,10/13/16,80A-P82,24.3
  542A24479-   1,10/13/16,80A-004,20
  542A24479-   1,10/13/16,80A-401,24.5
  542A24479-   1,10/13/16,80A-M38,14.8
 2961A16650-   1,10/13/16,36E-102,31.5
 2961A16650-   1,10/13/16,36E-169,31.5
 2961A16650-   1,10/13/16,36Y-999,0.8
 2961A16650-   1,10/13/16,P03-001,12.6
 2961A22891-   1,10/13/16,36E-001,4.4
 2961A22891-   1,10/13/16,36E-130,31.6
 2961A22891-   1,10/13/16,36E-401,6.8
 2961A22891-   1,10/13/16,36E-480,7
 2961A22891-   1,10/13/16,36E-684,2.1
 2961A22891-   1,10/13/16,36E-B91,9.2
 2961A22891-   1,10/13/16,36Y-999,0.8
 2961A22891-   1,10/13/16,P03-001,12.6
 2961A23435-   1,10/13/16,36E-136,0.7
 2961A23435-   1,10/13/16,36E-241,9.9
 2961A23435-   1,10/13/16,36E-286,1.5
 2961A23435-   1,10/13/16,36E-311,1.5
 2961A23435-   1,10/13/16,36E-396,5.2
