Type,Yarn#,Description,Pounds,Mill,Usage,Loss%,Lbs/Wk,Run Lbs,RunLbs/Wk,MillStyle,,
Spun,80A-004,MED NAT,37,W,PkgDye,8.00,,185,,    542A17712-1   ,,
Spun,80A-004,MED NAT,778,W,PkgDye,8.00,,3890,,    542A23905-2   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A23916-2   ,,
Spun,80A-004,MED NAT,792,W,,8.00,,3960,,    542A24091-1   ,,
Spun,80A-004,MED NAT,1632,W,PkgDye,8.00,,8160,,    542A24091-1   ,,
Spun,80A-004,MED NAT,42,W,,8.00,,210,,    542A24091-2   ,,
Spun,80A-004,MED NAT,924,W,PkgDye,8.00,,4620,,    542A24091-2   ,,
Spun,80A-004,MED NAT,1957,W,PkgDye,8.00,,9785,,    542A24093-1   ,,
Spun,80A-004,MED NAT,384,W,,8.00,,1920,,    542A24094-1   ,,
Spun,80A-004,MED NAT,2020,W,PkgDye,8.00,,10100,,    542A24094-1   ,,
Spun,80A-004,MED NAT,194,W,,8.00,,970,,    542A24095-1   ,,
Spun,80A-004,MED NAT,767,W,PkgDye,8.00,,3835,,    542A24095-1   ,,
Spun,80A-004,MED NAT,962,W,PkgDye,8.00,,4810,,    542A24096-1   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24097-1   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24098-1   ,,
Spun,80A-004,MED NAT,1092,W,,8.00,,5460,,    542A24099-1   ,,
Spun,80A-004,MED NAT,1177,W,PkgDye,8.00,,5885,,    542A24099-1   ,,
Spun,80A-004,MED NAT,1932,W,PkgDye,8.00,,9660,,    542A24099-2   ,,
Spun,80A-004,MED NAT,4574,W,PkgDye,8.00,,22870,,    542A24100-1   ,,
Spun,80A-004,MED NAT,1440,W,PkgDye,8.00,,7200,,    542A24102-1   ,,
Spun,80A-004,MED NAT,5290,W,PkgDye,8.00,,26450,,    542A24103-1   ,,
Spun,80A-004,MED NAT,128,W,,8.00,,640,,    542A24104-1   ,,
Spun,80A-004,MED NAT,834,W,PkgDye,8.00,,4170,,    542A24104-1   ,,
Spun,80A-004,MED NAT,1926,W,PkgDye,8.00,,9630,,    542A24270-1   ,,
Spun,80A-004,MED NAT,61,W,,8.00,,305,,    542A24271-1   ,,
Spun,80A-004,MED NAT,721,W,PkgDye,8.00,,3605,,    542A24271-1   ,,
Spun,80A-004,MED NAT,230,W,PkgDye,8.00,,1150,,    542A24272-1   ,,
Spun,80A-004,MED NAT,1115,W,PkgDye,8.00,,5575,,    542A24273-1   ,,
Spun,80A-004,MED NAT,138,W,PkgDye,8.00,,690,,    542A24273-2   ,,
Spun,80A-004,MED NAT,857,W,PkgDye,8.00,,4285,,    542A24274-1   ,,
Spun,80A-004,MED NAT,2603,W,PkgDye,8.00,,13015,,    542A24275-1   ,,
Spun,80A-004,MED NAT,1653,W,PkgDye,8.00,,8265,,    542A24276-1   ,,
Spun,80A-004,MED NAT,622,W,PkgDye,8.00,,3110,,    542A24276-2   ,,
Spun,80A-004,MED NAT,3507,W,PkgDye,8.00,,17535,,    542A24276-3   ,,
Spun,80A-004,MED NAT,248,W,PkgDye,8.00,,1240,,    542A24277-1   ,,
Spun,80A-004,MED NAT,22,W,PkgDye,8.00,,110,,    542A24278-1   ,,
Spun,80A-004,MED NAT,250,W,,8.00,,1250,,    542A24279-1   ,,
Spun,80A-004,MED NAT,400,W,PkgDye,8.00,,2000,,    542A24279-1   ,,
Spun,80A-004,MED NAT,653,W,PkgDye,8.00,,3265,,    542A24279-2   ,,
Spun,80A-004,MED NAT,913,W,PkgDye,8.00,,4565,,    542A24279-3   ,,
Spun,80A-004,MED NAT,210,W,PkgDye,8.00,,1050,,    513A23624-2   ,,
Spun,80A-004,MED NAT,592,W,PkgDye,8.00,,2960,,    513A24290-1   ,,
Spun,80A-004,MED NAT,595,W,PkgDye,8.00,,2975,,    513A24291-1   ,,
Spun,80A-004,MED NAT,1008,W,PkgDye,8.00,,5040,,    513A24292-1   ,,
Spun,80A-004,MED NAT,842,W,PkgDye,8.00,,4210,,    513A24293-1   ,,
Spun,80A-004,MED NAT,887,W,PkgDye,8.00,,4435,,    513A24294-1   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24280-1   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24280-2   ,,
Spun,80A-004,MED NAT,626,W,PkgDye,8.00,,3130,,    542A24281-1   ,,
Spun,80A-004,MED NAT,3071,W,PkgDye,8.00,,15355,,    542A24282-1   ,,
Spun,80A-004,MED NAT,682,W,PkgDye,8.00,,3410,,    542A24282-2   ,,
Spun,80A-004,MED NAT,157,W,PkgDye,8.00,,785,,    542A24282-3   ,,
Spun,80A-004,MED NAT,645,W,PkgDye,8.00,,3225,,    542A24283-1   ,,
Spun,80A-004,MED NAT,93,W,PkgDye,8.00,,465,,    542A24284-1   ,,
Spun,80A-004,MED NAT,1920,W,PkgDye,8.00,,9600,,    542A24284-2   ,,
Spun,80A-004,MED NAT,416,W,PkgDye,8.00,,2080,,    542A24284-3   ,,
Spun,80A-004,MED NAT,333,W,PkgDye,8.00,,1665,,    542A24285-1   ,,
Spun,80A-004,MED NAT,1284,W,PkgDye,8.00,,6420,,    542A24285-2   ,,
Spun,80A-004,MED NAT,640,W,PkgDye,8.00,,3200,,    542A24286-1   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24287-1   ,,
Spun,80A-004,MED NAT,496,W,,8.00,,2480,,    542A24288-1   ,,
Spun,80A-004,MED NAT,98,W,,8.00,,490,,    770A24328-1   ,,
Spun,80A-004,MED NAT,927,W,PkgDye,8.00,,4635,,    770A24328-1   ,,
Spun,80A-004,MED NAT,98,W,,8.00,,490,,    770A24328-2   ,,
Spun,80A-004,MED NAT,927,W,PkgDye,8.00,,4635,,    770A24328-2   ,,
Spun,80A-004,MED NAT,526,W,PkgDye,8.00,,2630,,    781A23749-2   ,,
Spun,80A-004,MED NAT,426,W,PkgDye,8.00,,2130,,    781A23749-3   ,,
Spun,80A-004,MED NAT,42,W,PkgDye,8.00,,210,,    542A22516-1   ,,
Spun,80A-004,MED NAT,225,W,PkgDye,8.00,,1125,,    542A22672-2   ,,
Spun,80A-004,MED NAT,77,W,,8.00,,385,,    542A23589-1   ,,
Spun,80A-004,MED NAT,103,W,PkgDye,8.00,,515,,    513A24347-1   ,,
Spun,80A-004,MED NAT,145,W,PkgDye,8.00,,725,,    542A24378-1   ,,
Spun,80A-004,MED NAT,141,W,,8.00,,705,,    542A24384-1   ,,
Spun,80A-004,MED NAT,650,W,PkgDye,8.00,,3250,,    542A24384-1   ,,
Spun,80A-004,MED NAT,141,W,,8.00,,705,,    542A24384-2   ,,
Spun,80A-004,MED NAT,649,W,PkgDye,8.00,,3245,,    542A24384-2   ,,
Spun,80A-004,MED NAT,36,W,,8.00,,180,,    542A24386-1   ,,
Spun,80A-004,MED NAT,2117,W,PkgDye,8.00,,10585,,    542A24386-1   ,,
Spun,80A-004,MED NAT,794,W,PkgDye,8.00,,3970,,    542A24420-1   ,,
Spun,80A-004,MED NAT,360,W,PkgDye,8.00,,1800,,    542A24432-1   ,,
Spun,80A-004,MED NAT,349,W,PkgDye,8.00,,1745,,    542A23549-1   ,,
Spun,80A-004,MED NAT,175,W,,8.00,,875,,    542A24018-2   ,,
Spun,80A-004,MED NAT,304,W,PkgDye,8.00,,1520,,    542A24018-2   ,,
Spun,80A-004,MED NAT,395,W,PkgDye,8.00,,1975,,    542A24289-1   ,,
Spun,80A-004,MED NAT,234,W,,8.00,,1170,,    542A24501-1   ,,
Spun,80A-004,MED NAT,448,W,PkgDye,8.00,,2240,,    542A24501-1   ,,
Spun,80A-004,MED NAT,234,W,,8.00,,1170,,    542A24501-2   ,,
Spun,80A-004,MED NAT,694,W,PkgDye,8.00,,3470,,    542A24501-2   ,,
Spun,80A-004,MED NAT,642,W,PkgDye,8.00,,3210,,    542A22818-3   ,,
Spun,80A-004,MED NAT,223,W,PkgDye,8.00,,1115,,    542A23367-4   ,,
Spun,80A-004,MED NAT,240,W,PkgDye,8.00,,1200,,    542A23551-8   ,,
Spun,80A-004,MED NAT,24,W,,8.00,,120,,    542A24468-1   ,,
Spun,80A-004,MED NAT,217,W,PkgDye,8.00,,1085,,    542A24468-1   ,,
Spun,80A-004,MED NAT,320,W,,8.00,,1600,,    542A24479-1   ,,
Spun,80A-004,MED NAT,396,W,PkgDye,8.00,,1980,,    542A24479-1   ,,
Spun,80A-004,MED NAT,218,W,PkgDye,8.00,,1090,,    542A24467-2   ,,
Spun,80A-004,MED NAT,191,W,,8.00,,955,,    542A24472-1   ,,
Spun,80A-004,MED NAT,370,W,PkgDye,8.00,,1850,,    542A24472-1   ,,
Spun,80A-004,MED NAT,468,W,PkgDye,8.00,,2340,,    542A24476-1   ,,
Spun,80A-004,MED NAT,534,W,PkgDye,8.00,,2670,,    513A24464-1   ,,
Spun,80A-004,MED NAT,112,W,,8.00,,560,,    542A24471-1   ,,
Spun,80A-004,MED NAT,421,W,PkgDye,8.00,,2105,,    542A24471-1   ,,
Spun,80A-004,MED NAT,270,W,,8.00,,1350,,    542A24473-1   ,,
Spun,80A-004,MED NAT,173,W,,8.00,,865,,    542A22049-3   ,,
Spun,80A-004,MED NAT,787,W,PkgDye,8.00,,3935,,    542A22049-3   ,,
Spun,80A-004,MED NAT,169,W,,8.00,,845,,    542A22050-3   ,,
Spun,80A-004,MED NAT,788,W,PkgDye,8.00,,3940,,    542A22050-3   ,,
Spun,80A-004,MED NAT,145,W,,8.00,,725,,    542A23172-3   ,,
Spun,80A-004,MED NAT,814,W,PkgDye,8.00,,4070,,    542A23172-3   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24469-2   ,,
Spun,80A-004,MED NAT,963,W,PkgDye,8.00,,4815,,    542A24470-1   ,,
Spun,80A-004,MED NAT,101,W,,8.00,,505,,    542A24478-1   ,,
Spun,80A-004,MED NAT,379,W,PkgDye,8.00,,1895,,    542A24478-1   ,,
Spun,80A-004,MED NAT,726,W,PkgDye,8.00,,3630,,    542A24474-1   ,,
Spun,80A-017,YD-VERY DK,965,W,PkgDye,8.00,,4825,,    542A23551-2   ,,
Spun,80A-017,YD-VERY DK,1687,W,PkgDye,8.00,,8435,,    542A23551-3   ,,
Spun,80A-017,YD-VERY DK,756,W,PkgDye,8.00,,3780,,    542A23367-2   ,,
Spun,80A-017,YD-VERY DK,483,W,PkgDye,8.00,,2415,,    542A23902-1   ,,
Spun,80A-017,YD-VERY DK,1891,W,PkgDye,8.00,,9455,,    542A23906-1   ,,
Spun,80A-017,YD-VERY DK,698,W,PkgDye,8.00,,3490,,    542A23906-2   ,,
Spun,80A-017,YD-VERY DK,1844,W,PkgDye,8.00,,9220,,    542A23908-1   ,,
Spun,80A-017,YD-VERY DK,2089,W,PkgDye,8.00,,10445,,    542A23909-1   ,,
Spun,80A-017,YD-VERY DK,232,W,PkgDye,8.00,,1160,,    542A23910-1   ,,
Spun,80A-017,YD-VERY DK,720,W,PkgDye,8.00,,3600,,    542A23912-1   ,,
Spun,80A-017,YD-VERY DK,75,W,PkgDye,8.00,,375,,    542A23913-1   ,,
Spun,80A-017,YD-VERY DK,2466,W,PkgDye,8.00,,12330,,    542A23914-1   ,,
Spun,80A-017,YD-VERY DK,3891,W,PkgDye,8.00,,19455,,    542A23915-1   ,,
Spun,80A-017,YD-VERY DK,501,W,PkgDye,8.00,,2505,,    542A23916-1   ,,
Spun,80A-017,YD-VERY DK,390,W,PkgDye,8.00,,1950,,    542A23917-1   ,,
Spun,80A-017,YD-VERY DK,6431,W,PkgDye,8.00,,32155,,    542A14742-3   ,,
Spun,80A-017,YD-VERY DK,1321,W,PkgDye,8.00,,6605,,    542A23589-7   ,,
Spun,80A-017,YD-VERY DK,1386,W,PkgDye,8.00,,6930,,    776A23351-2   ,,
Spun,80A-017,YD-VERY DK,2129,W,PkgDye,8.00,,10645,,    542A21920-3   ,,
Spun,80A-017,YD-VERY DK,477,W,PkgDye,8.00,,2385,,    542A21920-4   ,,
Spun,80A-017,YD-VERY DK,509,W,PkgDye,8.00,,2545,,   7737A23676-4   ,,
Spun,80A-017,YD-VERY DK,608,W,PkgDye,8.00,,3040,,    542A24018-1   ,,
Spun,80A-017,YD-VERY DK,805,W,PkgDye,8.00,,4025,,    784A23100-1   ,,
Spun,80A-017,YD-VERY DK,370,W,PkgDye,8.00,,1850,,    542A24028-1   ,,
Spun,80A-017,YD-VERY DK,379,W,PkgDye,8.00,,1895,,    542A24036-1   ,,
Spun,80A-017,YD-VERY DK,132,W,PkgDye,8.00,,660,,    542A24037-1   ,,
Spun,80A-017,YD-VERY DK,942,W,PkgDye,8.00,,4710,,    542A22820-2   ,,
Spun,80A-017,YD-VERY DK,628,W,PkgDye,8.00,,3140,,    542A22820-3   ,,
Spun,80A-017,YD-VERY DK,402,W,PkgDye,8.00,,2010,,    490A24152-1   ,,
Spun,80A-017,YD-VERY DK,487,W,PkgDye,8.00,,2435,,    542A24100-2   ,,
Spun,80A-017,YD-VERY DK,628,W,PkgDye,8.00,,3140,,    542A24153-1   ,,
Spun,80A-017,YD-VERY DK,190,W,PkgDye,8.00,,950,,    542A23905-2   ,,
Spun,80A-017,YD-VERY DK,470,W,PkgDye,8.00,,2350,,    542A24091-1   ,,
Spun,80A-017,YD-VERY DK,673,W,PkgDye,8.00,,3365,,    542A24093-1   ,,
Spun,80A-017,YD-VERY DK,1103,W,PkgDye,8.00,,5515,,    542A24099-1   ,,
Spun,80A-017,YD-VERY DK,489,W,PkgDye,8.00,,2445,,    542A24102-1   ,,
Spun,80A-017,YD-VERY DK,5721,W,,8.00,,28605,,    542A-DGRG     ,,
Spun,80A-017,YD-VERY DK,235,W,PkgDye,8.00,,1175,,    542A24271-1   ,,
Spun,80A-017,YD-VERY DK,10,W,PkgDye,8.00,,50,,    542A24272-1   ,,
Spun,80A-017,YD-VERY DK,113,W,PkgDye,8.00,,565,,    542A24273-1   ,,
Spun,80A-017,YD-VERY DK,19,W,PkgDye,8.00,,95,,    542A24273-2   ,,
Spun,80A-017,YD-VERY DK,107,W,PkgDye,8.00,,535,,    542A24274-1   ,,
Spun,80A-017,YD-VERY DK,582,W,PkgDye,8.00,,2910,,    542A24275-1   ,,
Spun,80A-017,YD-VERY DK,383,W,PkgDye,8.00,,1915,,    542A24276-1   ,,
Spun,80A-017,YD-VERY DK,1317,W,PkgDye,8.00,,6585,,    542A24276-3   ,,
Spun,80A-017,YD-VERY DK,22,W,PkgDye,8.00,,110,,    542A24278-1   ,,
Spun,80A-017,YD-VERY DK,311,W,PkgDye,8.00,,1555,,    542A24279-1   ,,
Spun,80A-017,YD-VERY DK,110,W,PkgDye,8.00,,550,,    542A24279-3   ,,
Spun,80A-017,YD-VERY DK,1400,W,PkgDye,8.00,,7000,,    513A23624-2   ,,
Spun,80A-017,YD-VERY DK,187,W,PkgDye,8.00,,935,,    513A24291-1   ,,
Spun,80A-017,YD-VERY DK,65,W,PkgDye,8.00,,325,,    513A24292-1   ,,
Spun,80A-017,YD-VERY DK,229,W,PkgDye,8.00,,1145,,    513A24293-1   ,,
Spun,80A-017,YD-VERY DK,184,W,PkgDye,8.00,,920,,    513A24294-1   ,,
Spun,80A-017,YD-VERY DK,578,W,PkgDye,8.00,,2890,,    542A24281-1   ,,
Spun,80A-017,YD-VERY DK,1309,W,PkgDye,8.00,,6545,,    542A24282-2   ,,
Spun,80A-017,YD-VERY DK,1443,W,PkgDye,8.00,,7215,,    542A24282-3   ,,
Spun,80A-017,YD-VERY DK,76,W,PkgDye,8.00,,380,,    542A24283-1   ,,
Spun,80A-017,YD-VERY DK,1984,W,PkgDye,8.00,,9920,,    542A24284-3   ,,
Spun,80A-017,YD-VERY DK,129,W,PkgDye,8.00,,645,,    542A24285-1   ,,
Spun,80A-017,YD-VERY DK,385,W,PkgDye,8.00,,1925,,    542A24286-1   ,,
Spun,80A-017,YD-VERY DK,519,W,PkgDye,8.00,,2595,,    542A24288-1   ,,
Spun,80A-017,YD-VERY DK,105,W,PkgDye,8.00,,525,,    770A24328-1   ,,
Spun,80A-017,YD-VERY DK,105,W,PkgDye,8.00,,525,,    770A24328-2   ,,
Spun,80A-017,YD-VERY DK,482,W,PkgDye,8.00,,2410,,    542A23551-6   ,,
Spun,80A-017,YD-VERY DK,512,W,PkgDye,8.00,,2560,,    542A23551-7   ,,
Spun,80A-017,YD-VERY DK,236,W,PkgDye,8.00,,1180,,    542A22516-1   ,,
Spun,80A-017,YD-VERY DK,193,W,PkgDye,8.00,,965,,    542A22672-2   ,,
Spun,80A-017,YD-VERY DK,397,W,PkgDye,8.00,,1985,,    542A23589-1   ,,
Spun,80A-017,YD-VERY DK,423,W,PkgDye,8.00,,2115,,    513A24347-1   ,,
Spun,80A-017,YD-VERY DK,555,W,PkgDye,8.00,,2775,,    776A23351-6   ,,
Spun,80A-017,YD-VERY DK,185,W,PkgDye,8.00,,925,,    542A24378-1   ,,
Spun,80A-017,YD-VERY DK,84,W,PkgDye,8.00,,420,,    542A24384-1   ,,
Spun,80A-017,YD-VERY DK,84,W,PkgDye,8.00,,420,,    542A24384-2   ,,
Spun,80A-017,YD-VERY DK,273,W,PkgDye,8.00,,1365,,    542A24385-1   ,,
Spun,80A-017,YD-VERY DK,167,W,PkgDye,8.00,,835,,    542A24420-1   ,,
Spun,80A-017,YD-VERY DK,4,W,PkgDye,8.00,,20,,    542A24432-1   ,,
Spun,80A-017,YD-VERY DK,192,W,PkgDye,8.00,,960,,    542A23549-1   ,,
Spun,80A-017,YD-VERY DK,34,W,PkgDye,8.00,,170,,    542A24501-1   ,,
Spun,80A-017,YD-VERY DK,34,W,PkgDye,8.00,,170,,    542A24501-2   ,,
Spun,80A-017,YD-VERY DK,323,W,PkgDye,8.00,,1615,,    542A22818-3   ,,
Spun,80A-017,YD-VERY DK,652,W,PkgDye,8.00,,3260,,    542A24468-1   ,,
Spun,80A-017,YD-VERY DK,202,W,PkgDye,8.00,,1010,,    542A24467-2   ,,
Spun,80A-017,YD-VERY DK,104,W,PkgDye,8.00,,520,,    542A24476-1   ,,
Spun,80A-017,YD-VERY DK,223,W,PkgDye,8.00,,1115,,    542A24471-1   ,,
Spun,80A-017,YD-VERY DK,321,W,PkgDye,8.00,,1605,,    542A24473-1   ,,
Spun,80A-017,YD-VERY DK,477,W,PkgDye,8.00,,2385,,    542A24474-1   ,,
Spun,80A-M04,BLUE MIX,372,W,,16.00,,1860,,    542A24095-2   ,,
Spun,80A-M16,TAN MIX,150,W,,16.00,,750,,    542A23724-1   ,,
Spun,80A-M16,TAN MIX,602,W,,16.00,,3010,,    542A24018-1   ,,
Spun,80A-M16,TAN MIX,22,W,,16.00,,110,,    542A24273-2   ,,
Spun,80A-M16,TAN MIX,400,W,,16.00,,2000,,    781A23749-3   ,,
Spun,80A-M16,TAN MIX,86,W,,16.00,,430,,    542A24289-1   ,,
Spun,80A-M17,TAN MIX,536,W,,16.00,,2680,,    542A23367-2   ,,
Spun,80A-M17,TAN MIX,716,W,,16.00,,3580,,    542A24270-2   ,,
Spun,80A-M17,TAN MIX,151,W,,16.00,,755,,    542A24273-2   ,,
Spun,80A-M17,TAN MIX,64,W,,16.00,,320,,    781A23749-3   ,,
Spun,80A-M17,TAN MIX,80,W,,16.00,,400,,    542A24384-1   ,,
Spun,80A-M17,TAN MIX,13,W,,16.00,,65,,    542A24432-1   ,,
Spun,80A-M17,TAN MIX,203,W,,16.00,,1015,,    542A24471-1   ,,
Spun,80A-M27,BLUE MIX,352,W,,16.00,,1760,,    542A24018-1   ,,
Spun,80A-M27,BLUE MIX,201,W,,16.00,,1005,,    542A24028-1   ,,
Spun,80A-M27,BLUE MIX,340,W,,16.00,,1700,,    542A24036-1   ,,
Spun,80A-M29,OXFORD MIX,87,W,,16.00,,435,,    542A23727-1   ,,
Spun,80A-M29,OXFORD MIX,572,W,,16.00,,2860,,    542A23367-2   ,,
Spun,80A-M29,OXFORD MIX,1198,W,,16.00,,5990,,    542A23367-3   ,,
Spun,80A-M29,OXFORD MIX,842,W,,16.00,,4210,,    542A23911-1   ,,
Spun,80A-M29,OXFORD MIX,1999,W,,16.00,,9995,,    542A23903-1   ,,
Spun,80A-M29,OXFORD MIX,4134,W,,16.00,,20670,,    542A23909-1   ,,
Spun,80A-M29,OXFORD MIX,2555,W,,16.00,,12775,,    542A18155-1   ,,
Spun,80A-M29,OXFORD MIX,716,W,,16.00,,3580,,    542A24270-2   ,,
Spun,80A-M29,OXFORD MIX,928,W,,16.00,,4640,,    542A24273-2   ,,
Spun,80A-M29,OXFORD MIX,904,W,,16.00,,4520,,    542A24275-1   ,,
Spun,80A-M29,OXFORD MIX,501,W,,16.00,,2505,,    542A24277-1   ,,
Spun,80A-M29,OXFORD MIX,472,W,,16.00,,2360,,    513A24290-1   ,,
Spun,80A-M29,OXFORD MIX,136,W,,16.00,,680,,    513A24291-1   ,,
Spun,80A-M29,OXFORD MIX,1260,W,,16.00,,6300,,    542A24282-1   ,,
Spun,80A-M29,OXFORD MIX,846,W,,16.00,,4230,,    542A24282-3   ,,
Spun,80A-M29,OXFORD MIX,238,W,,16.00,,1190,,    542A24283-1   ,,
Spun,80A-M29,OXFORD MIX,1964,W,,16.00,,9820,,    542A24284-1   ,,
Spun,80A-M29,OXFORD MIX,318,W,,16.00,,1590,,    542A24285-1   ,,
Spun,80A-M29,OXFORD MIX,254,W,,16.00,,1270,,    542A22672-2   ,,
Spun,80A-M29,OXFORD MIX,152,W,,16.00,,760,,    542A24378-1   ,,
Spun,80A-M29,OXFORD MIX,954,W,,16.00,,4770,,    542A14091-M29 ,,
Spun,80A-M29,OXFORD MIX,67,W,,16.00,,335,,    542A24432-1   ,,
Spun,80A-M29,OXFORD MIX,244,W,,16.00,,1220,,    542A24501-1   ,,
Spun,80A-M29,OXFORD MIX,150,W,,16.00,,750,,    542A23367-4   ,,
Spun,80A-M29,OXFORD MIX,238,W,,16.00,,1190,,    542A23551-8   ,,
Spun,80A-M29,OXFORD MIX,387,W,,16.00,,1935,,    542A24467-2   ,,
Spun,80A-M29,OXFORD MIX,216,W,,16.00,,1080,,    542A24472-1   ,,
Spun,80A-M29,OXFORD MIX,175,W,,16.00,,875,,    542A24473-1   ,,
Spun,80A-M38,GREY MIX,39,W,,16.00,,195,,    542A23727-1   ,,
Spun,80A-M38,GREY MIX,536,W,,16.00,,2680,,    542A23367-2   ,,
Spun,80A-M38,GREY MIX,857,W,,16.00,,4285,,    542A23367-3   ,,
Spun,80A-M38,GREY MIX,1176,W,,16.00,,5880,,    542A23903-1   ,,
Spun,80A-M38,GREY MIX,1836,W,,16.00,,9180,,    542A18155-1   ,,
Spun,80A-M38,GREY MIX,1284,W,,16.00,,6420,,    776A23351-2   ,,
Spun,80A-M38,GREY MIX,1455,W,,16.00,,7275,,    542A24093-1   ,,
Spun,80A-M38,GREY MIX,242,W,,16.00,,1210,,    542A24278-1   ,,
Spun,80A-M38,GREY MIX,320,W,,16.00,,1600,,    542A24284-1   ,,
Spun,80A-M38,GREY MIX,68,W,,16.00,,340,,    781A23749-2   ,,
Spun,80A-M38,GREY MIX,202,W,,16.00,,1010,,    542A22516-1   ,,
Spun,80A-M38,GREY MIX,245,W,,16.00,,1225,,    542A23589-1   ,,
Spun,80A-M38,GREY MIX,80,W,,16.00,,400,,    542A24384-2   ,,
Spun,80A-M38,GREY MIX,103,W,,16.00,,515,,    542A24385-1   ,,
Spun,80A-M38,GREY MIX,301,W,,16.00,,1505,,    542A24018-2   ,,
Spun,80A-M38,GREY MIX,107,W,,16.00,,535,,    542A23367-4   ,,
Spun,80A-M38,GREY MIX,237,W,,16.00,,1185,,    542A24479-1   ,,
Spun,80A-M38,GREY MIX,147,W,,16.00,,735,,    542A24467-2   ,,
Spun,80A-M38,GREY MIX,177,W,,16.00,,885,,    542A24472-1   ,,
Spun,80A-M38,GREY MIX,191,W,,16.00,,955,,    542A24473-1   ,,
Spun,80A-M45,GREY MIX,191,W,,16.00,,955,,    542A22944-2   ,,
Spun,80A-M48,GREY MIX,176,W,,16.00,,880,,    542A24018-2   ,,
Spun,80A-M49,GREY MIX,4809,W,,16.00,,24045,,    774-23070-M49 ,,
Spun,80A-M49,GREY MIX,83,W,,16.00,,415,,    542A23727-1   ,,
Spun,80A-M49,GREY MIX,257,W,,16.00,,1285,,    542A23724-1   ,,
Spun,80A-M49,GREY MIX,257,W,,16.00,,1285,,    542A23724-2   ,,
Spun,80A-M49,GREY MIX,3814,W,,16.00,,19070,,    542A14091-M49 ,,
Spun,80A-M49,GREY MIX,163,W,,16.00,,815,,    542A23907-1   ,,
Spun,80A-M49,GREY MIX,1445,W,,16.00,,7225,,    542A23903-1   ,,
Spun,80A-M49,GREY MIX,426,W,,16.00,,2130,,    542A23914-1   ,,
Spun,80A-M49,GREY MIX,1140,W,,16.00,,5700,,    542A23915-1   ,,
Spun,80A-M49,GREY MIX,744,W,,16.00,,3720,,    542A24270-2   ,,
Spun,80A-M49,GREY MIX,518,W,,16.00,,2590,,    542A24273-2   ,,
Spun,80A-M49,GREY MIX,712,W,,16.00,,3560,,    542A24275-1   ,,
Spun,80A-M49,GREY MIX,326,W,,16.00,,1630,,    542A24276-1   ,,
Spun,80A-M49,GREY MIX,207,W,,16.00,,1035,,    542A24277-1   ,,
Spun,80A-M49,GREY MIX,912,W,,16.00,,4560,,    542A24282-3   ,,
Spun,80A-M49,GREY MIX,177,W,,16.00,,885,,    542A24285-1   ,,
Spun,80A-M49,GREY MIX,425,W,,16.00,,2125,,    781A23749-2   ,,
Spun,80A-M49,GREY MIX,242,W,,16.00,,1210,,    542A22516-1   ,,
Spun,80A-M49,GREY MIX,286,W,,16.00,,1430,,    542A22672-2   ,,
Spun,80A-M49,GREY MIX,308,W,,16.00,,1540,,    542A24385-1   ,,
Spun,80A-M49,GREY MIX,34,W,,16.00,,170,,    542A24432-1   ,,
Spun,80A-M49,GREY MIX,72,W,,16.00,,360,,    542A24468-1   ,,
Spun,80A-M60,NAVY MIX,514,W,,16.00,,2570,,    776A23351-6   ,,
Spun,80A-M71,TAN MIX,387,W,,16.00,,1935,,    490A24070-1   ,,
Spun,80A-N93,TAUPE MIX,954,W,,16.00,,4770,,    542A14091-N93 ,,
Spun,80A-N93,TAUPE MIX,308,W,,16.00,,1540,,    542A24279-2   ,,
Spun,80A-N93,TAUPE MIX,477,W,,16.00,,2385,,    542A23551-6   ,,
Spun,80A-P45,GREEN MIX,478,W,,16.00,,2390,,    542A14091-P45 ,,
Spun,80A-P45,GREEN MIX,201,W,,16.00,,1005,,    542A23907-1   ,,
Spun,80A-P51,TAN MIX,127,W,,16.00,,635,,    542A23552-1   ,,
Spun,80A-P51,TAN MIX,686,W,,16.00,,3430,,    542A24270-2   ,,
Spun,80A-P51,TAN MIX,124,W,,16.00,,620,,    542A24273-2   ,,
Spun,80A-P51,TAN MIX,67,W,,16.00,,335,,    781A23749-3   ,,
Spun,80A-P51,TAN MIX,270,W,,16.00,,1350,,    542A24385-1   ,,
Spun,80A-P57,OXFORD MIX,5175,W,,16.00,,25875,,    542A23903-1   ,,
Spun,80A-P82,GREEN MIX,389,W,,16.00,,1945,,    542A24476-1   ,,
Spun,80A-Q01,BLUE MIX,178,W,,16.00,,890,,    542A23549-1   ,,
Spun,80A-R28,GREEN MIX,4291,W,,16.00,,21455,,    542A14091-R28 ,,
Spun,80A-R28,GREEN MIX,1670,W,,16.00,,8350,,    542A23551-3   ,,
Spun,80A-R28,GREEN MIX,915,W,,16.00,,4575,,    542A23367-3   ,,
