Type,Yarn#,Description,Pounds,Mill,Usage,Loss%,Lbs/Wk,MillStyle,
Dye,96F-146,GREY,319,W,,1,,    775A24139-1   ,
Dye,96F-146,GREY,120,W,,1,,    775A24122-3   ,
Dye,96F-146,GREY,114,W,,1,,    775A24415-1   ,
Dye,96F-152,BLUE,256,W,,1,,    775A23920-3   ,
Dye,96F-152,BLUE,59,W,,1,,    775A24140-1   ,
Dye,96F-152,BLUE,34,W,,1,,    775A24511-1   ,
Dye,96F-158,TAN,521,W,,1,,    775A24054-1   ,
Dye,96F-158,TAN,34,W,,1,,    775A24415-1   ,
Dye,96F-158,TAN,184,W,,1,,    775A24415-2   ,
Dye,96F-167,GREEN,1072,W,,1,,    775A24055-1   ,
Dye,96F-167,GREEN,207,W,,1,,    775A24140-1   ,
Dye,96F-167,GREEN,30,W,,1,,    775A24417-1   ,
Dye,96F-169,SCARLET,285,W,,1,,    775A24140-1   ,
Dye,96F-169,SCARLET,512,W,,1,,    775A24511-1   ,
Dye,96F-181,GOLD,172,W,,1,,    775A24139-2   ,
Dye,96F-183,RED,130,W,,1,,    775A23920-2   ,
Dye,96F-183,RED,435,W,,1,,    775A24315-2   ,
Dye,96F-188,MAROON,86,W,,1,,    775A23920-2   ,
Dye,96F-188,MAROON,232,W,,1,,    775A24418-1   ,
Dye,96F-193,NAVY,256,W,,1,,    775A23920-3   ,
Dye,96F-193,NAVY,178,W,,1,,    775A24362-1   ,
Dye,96F-193,NAVY,418,W,,1,,    775A24417-1   ,
Dye,96F-193,NAVY,418,W,,1,,    775A24417-2   ,
Dye,96F-202,BROWN,86,W,,1,,    775A23920-1   ,
Dye,96F-202,BROWN,86,W,,1,,    775A23920-2   ,
Dye,96F-202,BROWN,122,W,,1,,    775A24054-1   ,
Dye,96F-202,BROWN,178,W,,1,,    775A24362-2   ,
Dye,96F-202,BROWN,435,W,,1,,    775A24315-3   ,
Dye,96F-202,BROWN,34,W,,1,,    775A24415-2   ,
Dye,96F-204,SLATE,143,W,,1,,    775A23920-1   ,
Dye,96F-204,SLATE,143,W,,1,,    775A23920-2   ,
Dye,96F-204,SLATE,430,W,,1,,    775A23920-3   ,
Dye,96F-204,SLATE,388,W,,1,,    775A24122-1   ,
Dye,96F-204,SLATE,184,W,,1,,    775A24415-1   ,
Dye,96F-280,TAN,59,W,,1,,    775A24362-2   ,
Dye,96F-280,TAN,179,W,,1,,    775A24419-1   ,
Dye,96F-286,BLUE,445,W,,1,,    775A24055-1   ,
Dye,96F-286,BLUE,59,W,,1,,    775A24362-1   ,
Dye,96F-286,BLUE,122,W,,1,,    775A24417-2   ,
Dye,96F-312,COPPER,122,W,,1,,    775A24417-1   ,
Dye,96F-312,COPPER,285,W,,1,,    775A24418-1   ,
Dye,96F-320,YELLOW,182,W,,1,,    775A24139-2   ,
Dye,96F-320,YELLOW,40,W,,1,,    775A24140-1   ,
Dye,96F-321,GOLD,60,W,,1,,    775A24122-4   ,
Dye,96F-321,GOLD,22,W,,1,,    775A24511-1   ,
Dye,96F-370,COPPER,454,W,,1,,    775A23388-4   ,
Dye,96F-370,COPPER,59,W,,1,,    775A24362-3   ,
Dye,96F-390,BLUE,389,W,,1,,    775A23920-3   ,
Dye,96F-390,BLUE,365,W,,1,,    775A24122-3   ,
Dye,96F-390,BLUE,243,W,,1,,    775A24415-1   ,
Dye,96F-390,BLUE,328,W,,1,,    775A24486-1   ,
Dye,96F-396,RED,416,W,,1,,    775A23388-4   ,
Dye,96F-396,RED,178,W,,1,,    775A24362-3   ,
Dye,96F-487,GREEN,122,W,,1,,    775A24417-2   ,
Dye,96F-529,COPPER,159,W,,1,,    775A24417-1   ,
Dye,96F-670,GREEN,286,W,,1,,    775A24507-1   ,
Dye,96F-670,GREEN,118,W,,1,,    775A24511-1   ,
Dye,96F-820,ORANGE,122,W,,1,,    775A24417-1   ,
Dye,96F-827,BRONZE,34,W,,1,,    775A24418-1   ,
Dye,96F-883,GREEN,102,W,,1,,    775A24418-1   ,
Dye,96F-886,GOLD,300,W,,1,,    775A24139-1   ,
Dye,96F-986,TURQUOISE,159,W,,1,,    775A24417-2   ,
Dye,96F-A66,TAN,249,W,,1,,    775A24055-1   ,
Dye,96F-A66,TAN,172,W,,1,,    775A24139-2   ,
Dye,96F-A66,TAN,77,W,,1,,    775A24415-1   ,
Dye,96F-A66,TAN,77,W,,1,,    775A24415-2   ,
Dye,96F-A66,TAN,30,W,,1,,    775A24417-1   ,
Dye,96F-B51,GREEN,183,W,,1,,    775A24122-2   ,
Dye,96F-B51,GREEN,216,W,,1,,    775A24415-2   ,
Dye,96F-B51,GREEN,30,W,,1,,    775A24417-2   ,
Dye,96F-B91,TAN,300,W,,1,,    775A24139-1   ,
Dye,96F-B91,TAN,172,W,,1,,    775A24139-2   ,
Dye,96F-B91,TAN,96,W,,1,,    775A24415-2   ,
Dye,96F-B91,TAN,200,W,,1,,    775A24419-1   ,
Dye,96F-F48,GREEN,60,W,,1,,    775A24122-2   ,
Dye,96F-F48,GREEN,227,W,,1,,    775A24415-2   ,
Dye,96F-J63,GREY,130,W,,1,,    775A23920-1   ,
Dye,96F-J63,GREY,300,W,,1,,    775A24139-1   ,
Dye,96F-J63,GREY,259,W,,1,,    775A24122-1   ,
Dye,96F-J63,GREY,122,W,,1,,    775A24122-2   ,
Dye,96F-J63,GREY,244,W,,1,,    775A24122-3   ,
Dye,96F-J63,GREY,122,W,,1,,    775A24122-4   ,
Dye,96F-J63,GREY,30,W,,1,,    775A24417-2   ,
Dye,P22-141,BLACK,57,W,,1,,    618A23843-1   ,
Dye,P22-141,BLACK,870,W,,1,,    618A23843-2   ,
Dye,P22-141,BLACK,685,W,,1,,    435A23483-2   ,
Dye,P22-193,NAVY,685,W,,1,,    435A23483-1   ,
Dye,P22-204,SLATE,20,W,,1,,    759A23778-1   ,
Dye,P22-396,RED,685,W,,1,,    435A23483-3   ,
Dye,P22-A66,TAN,507,W,,1,,    435A23483-2   ,
Dye,P22-A66,TAN,507,W,,1,,    435A23483-3   ,
Dye,PE5-039,CAMEL,347,W,,1,,    785A24423-1   ,
Dye,PE5-039,CAMEL,46,W,,1,,    641A24488-1   ,
Dye,PE5-056,COPPER,14,W,,1,,    747A24344-1   ,
Dye,PE5-059,TAN,6,W,,1,,    496A24495-1   ,
Dye,PE5-060,TAN,38,W,,1,,    641A24488-1   ,
Dye,PE5-060,TAN,7,W,,1,,    496A24495-1   ,
Dye,PE5-099,GREY,80,W,,1,,    641A24108-1   ,
Dye,PE5-099,GREY,57,W,,1,,    747A24343-1   ,
Dye,PE5-099,GREY,43,W,,1,,    495A24355-1   ,
Dye,PE5-112,BLUE,43,W,,1,,    642A24340-1   ,
Dye,PE5-112,BLUE,188,W,,1,,    747A24343-1   ,
Dye,PE5-112,BLUE,117,W,,1,,    641A24487-1   ,
Dye,PE5-140,NAVY,93,W,,1,,    641A23783-1   ,
Dye,PE5-140,NAVY,107,W,,1,,    641A23930-1   ,
Dye,PE5-140,NAVY,432,W,,1,,    497A24056-1   ,
Dye,PE5-140,NAVY,110,W,,1,,    641A16559-3   ,
Dye,PE5-140,NAVY,142,W,,1,,    642A23804-1   ,
Dye,PE5-140,NAVY,287,W,,1,,    641A24188-1   ,
Dye,PE5-140,NAVY,22,W,,1,,    641A24244-1   ,
Dye,PE5-140,NAVY,175,W,,1,,    641A24339-1   ,
Dye,PE5-140,NAVY,180,W,,1,,    747A24344-1   ,
Dye,PE5-140,NAVY,42,W,,1,,    496A24495-1   ,
Dye,PE5-141,BLACK,351,W,,1,,    642A23842-1   ,
Dye,PE5-141,BLACK,29,W,,1,,    641A23783-1   ,
Dye,PE5-141,BLACK,547,W,,1,,    641A23928-1   ,
Dye,PE5-141,BLACK,806,W,,1,,    497A24031-1   ,
Dye,PE5-141,BLACK,203,W,,1,,    642A24046-1   ,
Dye,PE5-141,BLACK,408,W,,1,,    491A24073-1   ,
Dye,PE5-141,BLACK,213,W,,1,,    491A24074-1   ,
Dye,PE5-141,BLACK,534,W,,1,,    642A24130-2   ,
Dye,PE5-141,BLACK,185,W,,1,,    641A23634-6   ,
Dye,PE5-141,BLACK,314,W,,1,,    642A24154-1   ,
Dye,PE5-141,BLACK,470,W,,1,,    642A24155-1   ,
Dye,PE5-141,BLACK,314,W,,1,,    642A23068-1   ,
Dye,PE5-141,BLACK,136,W,,1,,    641A16559-3   ,
Dye,PE5-141,BLACK,85,W,,1,,    641A24107-1   ,
Dye,PE5-141,BLACK,70,W,,1,,    641A24108-1   ,
Dye,PE5-141,BLACK,266,W,,1,,    641A24187-1   ,
Dye,PE5-141,BLACK,1000,W,,1,,    641A24244-1   ,
Dye,PE5-141,BLACK,175,W,,1,,    641A24339-1   ,
Dye,PE5-141,BLACK,182,W,,1,,    747A24345-1   ,
Dye,PE5-141,BLACK,253,W,,1,,    641A16367-1   ,
Dye,PE5-141,BLACK,117,W,,1,,    495A24355-1   ,
Dye,PE5-141,BLACK,96,W,,1,,    641A24363-1   ,
Dye,PE5-141,BLACK,168,W,,1,,    642A24368-1   ,
Dye,PE5-141,BLACK,43,W,,1,,    642A24421-1   ,
Dye,PE5-141,BLACK,592,W,,1,,    785A24423-1   ,
Dye,PE5-141,BLACK,115,W,,1,,    309A24352-1   ,
Dye,PE5-141,BLACK,588,W,,1,,    642A24497-1   ,
Dye,PE5-141,BLACK,47,W,,1,,    747A24491-1   ,
Dye,PE5-141,BLACK,60,W,,1,,    641A24487-1   ,
Dye,PE5-141,BLACK,188,W,,1,,    496A24494-1   ,
Dye,PE5-144,TAN,5,W,,1,,    641A23929-1   ,
Dye,PE5-144,TAN,85,W,,1,,    641A24107-1   ,
Dye,PE5-146,GREY,46,W,,1,,    641A24488-1   ,
Dye,PE5-148,NAVY,350,W,,1,,    642A23068-1   ,
Dye,PE5-150,BROWN,21,W,,1,,    641A23928-1   ,
Dye,PE5-150,BROWN,231,W,,1,,    641A23930-1   ,
Dye,PE5-152,BLUE,30,W,,1,,    642A24155-1   ,
Dye,PE5-152,BLUE,128,W,,1,,    747A24344-1   ,
Dye,PE5-157,RED,8,W,,1,,    641A23783-1   ,
Dye,PE5-157,RED,284,W,,1,,    642A24130-2   ,
Dye,PE5-157,RED,154,W,,1,,    642A24155-1   ,
Dye,PE5-157,RED,60,W,,1,,    641A23741-2   ,
Dye,PE5-157,RED,93,W,,1,,    641A24107-1   ,
Dye,PE5-157,RED,285,W,,1,,    641A20467-2   ,
Dye,PE5-157,RED,110,W,,1,,    747A24492-1   ,
Dye,PE5-160,AQUA,42,W,,1,,    496A24495-1   ,
Dye,PE5-166,BLUE,46,W,,1,,    641A24488-1   ,
Dye,PE5-169,SCARLET,5,W,,1,,    641A23929-1   ,
Dye,PE5-169,SCARLET,280,W,,1,,    642A24154-1   ,
Dye,PE5-169,SCARLET,7,W,,1,,    641A24187-1   ,
Dye,PE5-181,GOLD,18,W,,1,,    642A24155-1   ,
Dye,PE5-181,GOLD,24,W,,1,,    641A16559-3   ,
Dye,PE5-188,MAROON,59,W,,1,,    641A23741-2   ,
Dye,PE5-188,MAROON,94,W,,1,,    641A24107-1   ,
Dye,PE5-188,MAROON,26,W,,1,,    641A24109-1   ,
Dye,PE5-188,MAROON,371,W,,1,,    642A24110-1   ,
Dye,PE5-188,MAROON,212,W,,1,,    747A24343-1   ,
Dye,PE5-193,NAVY,56,W,,1,,    641A23929-1   ,
Dye,PE5-193,NAVY,800,W,,1,,    642A24130-1   ,
Dye,PE5-193,NAVY,35,W,,1,,    642A24110-1   ,
Dye,PE5-193,NAVY,504,W,,1,,    642A24111-1   ,
Dye,PE5-193,NAVY,650,W,,1,,    485A23417-4   ,
Dye,PE5-193,NAVY,71,W,,1,,    641A20467-2   ,
Dye,PE5-193,NAVY,633,W,,1,,    642A24342-1   ,
Dye,PE5-193,NAVY,304,W,,1,,    747A24344-1   ,
Dye,PE5-193,NAVY,211,W,,1,,    641A16367-1   ,
Dye,PE5-193,NAVY,322,W,,1,,    642A24368-1   ,
Dye,PE5-199,WINE,185,W,,1,,    641A24339-1   ,
Dye,PE5-199,WINE,43,W,,1,,    641A24363-1   ,
Dye,PE5-199,WINE,62,W,,1,,    641A24489-1   ,
Dye,PE5-202,BROWN,57,W,,1,,    641A23929-1   ,
Dye,PE5-202,BROWN,405,W,,1,,    642A24341-1   ,
Dye,PE5-202,BROWN,173,W,,1,,    642A24421-1   ,
Dye,PE5-204,SLATE,262,W,,1,,    641A24187-1   ,
Dye,PE5-204,SLATE,293,W,,1,,    495A24355-1   ,
Dye,PE5-204,SLATE,88,W,,1,,    641A24363-1   ,
Dye,PE5-204,SLATE,52,W,,1,,    747A24491-1   ,
Dye,PE5-206,SLATE,130,W,,1,,    641A24363-1   ,
Dye,PE5-206,SLATE,85,W,,1,,    747A24491-1   ,
Dye,PE5-223,TAUPE,431,W,,1,,    485A23867-1   ,
Dye,PE5-223,TAUPE,246,W,,1,,    485A23924-1   ,
Dye,PE5-223,TAUPE,106,W,,1,,    747A24493-1   ,
Dye,PE5-233,BLUE,795,W,,1,,    485A23417-4   ,
Dye,PE5-233,BLUE,109,W,,1,,    641A24244-1   ,
Dye,PE5-233,BLUE,50,W,,1,,    747A24344-1   ,
Dye,PE5-239,GREY,80,W,,1,,    641A24108-1   ,
Dye,PE5-239,GREY,204,W,,1,,    642A23804-1   ,
Dye,PE5-239,GREY,202,W,,1,,    641A24187-1   ,
Dye,PE5-239,GREY,88,W,,1,,    747A24491-1   ,
Dye,PE5-239,GREY,18,W,,1,,    641A24488-1   ,
Dye,PE5-242,BRICK,43,W,,1,,    642A24340-1   ,
Dye,PE5-261,BLUE,322,W,,1,,    642A24368-1   ,
Dye,PE5-267,GOLD,64,W,,1,,    642A24137-1   ,
Dye,PE5-286,BLUE,22,W,,1,,    641A23930-1   ,
Dye,PE5-286,BLUE,91,W,,1,,    641A23739-4   ,
Dye,PE5-286,BLUE,110,W,,1,,    641A24109-1   ,
Dye,PE5-286,BLUE,132,W,,1,,    641A24187-1   ,
Dye,PE5-286,BLUE,44,W,,1,,    642A24340-1   ,
Dye,PE5-286,BLUE,185,W,,1,,    641A23634-3   ,
Dye,PE5-286,BLUE,37,W,,1,,    642A24421-1   ,
Dye,PE5-286,BLUE,91,W,,1,,    642A24137-1   ,
Dye,PE5-295,DRAB,171,W,,1,,    642A24110-1   ,
Dye,PE5-295,DRAB,31,W,,1,,    641A24244-1   ,
Dye,PE5-295,DRAB,25,W,,1,,    747A24343-1   ,
Dye,PE5-295,DRAB,103,W,,1,,    747A24492-1   ,
Dye,PE5-295,DRAB,46,W,,1,,    641A24488-1   ,
Dye,PE5-295,DRAB,39,W,,1,,    496A24494-1   ,
Dye,PE5-304,RED,154,W,,1,,    491A24074-1   ,
Dye,PE5-312,COPPER,60,W,,1,,    641A23741-2   ,
Dye,PE5-312,COPPER,43,W,,1,,    641A24109-1   ,
Dye,PE5-312,COPPER,177,W,,1,,    642A24110-1   ,
Dye,PE5-312,COPPER,44,W,,1,,    642A24340-1   ,
Dye,PE5-312,COPPER,405,W,,1,,    642A24341-1   ,
Dye,PE5-312,COPPER,90,W,,1,,    642A24342-1   ,
Dye,PE5-312,COPPER,10,W,,1,,    785A24423-1   ,
Dye,PE5-312,COPPER,67,W,,1,,    747A24492-1   ,
Dye,PE5-312,COPPER,117,W,,1,,    641A24489-1   ,
Dye,PE5-312,COPPER,49,W,,1,,    496A24495-1   ,
Dye,PE5-318,BROWN,22,W,,1,,    642A24340-1   ,
Dye,PE5-353,GREEN,44,W,,1,,    642A24340-1   ,
Dye,PE5-353,GREEN,48,W,,1,,    642A24342-1   ,
Dye,PE5-353,GREEN,175,W,,1,,    747A24343-1   ,
Dye,PE5-353,GREEN,210,W,,1,,    747A24490-1   ,
Dye,PE5-370,COPPER,48,W,,1,,    642A24137-1   ,
Dye,PE5-370,COPPER,8,W,,1,,    747A24492-1   ,
Dye,PE5-390,BLUE,87,W,,1,,    641A23739-4   ,
Dye,PE5-390,BLUE,85,W,,1,,    641A24107-1   ,
Dye,PE5-390,BLUE,6,W,,1,,    641A24109-1   ,
Dye,PE5-390,BLUE,203,W,,1,,    642A23418-3   ,
Dye,PE5-390,BLUE,46,W,,1,,    641A24488-1   ,
Dye,PE5-399,GREY,77,W,,1,,    641A23928-1   ,
Dye,PE5-401,GREEN,69,W,,1,,    642A24421-1   ,
Dye,PE5-441,BLUE,185,W,,1,,    641A23634-5   ,
Dye,PE5-441,BLUE,196,W,,1,,    641A24187-1   ,
Dye,PE5-444,BEIGE,73,W,,1,,    641A23739-4   ,
Dye,PE5-444,BEIGE,119,W,,1,,    747A24493-1   ,
Dye,PE5-493,BLUE,398,W,,1,,    485A23867-1   ,
Dye,PE5-509,BLUE,95,W,,1,,    641A23783-1   ,
Dye,PE5-510,TAN,15,W,,1,,    641A23783-1   ,
Dye,PE5-510,TAN,32,W,,1,,    642A23804-1   ,
Dye,PE5-510,TAN,60,W,,1,,    641A24487-1   ,
Dye,PE5-510,TAN,46,W,,1,,    641A24488-1   ,
Dye,PE5-510,TAN,117,W,,1,,    641A24489-1   ,
Dye,PE5-518,PURPLE,57,W,,1,,    641A23783-1   ,
Dye,PE5-518,PURPLE,14,W,,1,,    641A23930-1   ,
Dye,PE5-518,PURPLE,60,W,,1,,    641A23739-3   ,
Dye,PE5-519,RED,270,W,,1,,    641A16559-3   ,
Dye,PE5-543,BROWN,99,W,,1,,    641A20467-2   ,
Dye,PE5-543,BROWN,22,W,,1,,    642A24137-1   ,
Dye,PE5-551,GREEN,93,W,,1,,    641A24107-1   ,
Dye,PE5-566,BROWN,38,W,,1,,    747A23998-1   ,
Dye,PE5-566,BROWN,116,W,,1,,    497A24031-1   ,
Dye,PE5-595,BLUE,24,W,,1,,    641A16559-3   ,
Dye,PE5-670,GREEN,112,W,,1,,    642A24155-1   ,
Dye,PE5-670,GREEN,344,W,,1,,    642A23068-1   ,
Dye,PE5-670,GREEN,250,W,,1,,    641A20467-2   ,
Dye,PE5-670,GREEN,132,W,,1,,    747A24490-1   ,
Dye,PE5-727,MAROON,16,W,,1,,    641A23930-1   ,
Dye,PE5-727,MAROON,176,W,,1,,    491A24074-1   ,
Dye,PE5-727,MAROON,59,W,,1,,    641A23741-2   ,
Dye,PE5-727,MAROON,38,W,,1,,    496A24495-1   ,
Dye,PE5-800,BROWN,60,W,,1,,    641A23741-2   ,
Dye,PE5-814,GREEN,54,W,,1,,    641A23929-1   ,
Dye,PE5-814,GREEN,314,W,,1,,    641A23930-1   ,
Dye,PE5-814,GREEN,38,W,,1,,    642A24342-1   ,
Dye,PE5-814,GREEN,232,W,,1,,    641A16367-1   ,
Dye,PE5-827,BRONZE,323,W,,1,,    497A24056-1   ,
Dye,PE5-827,BRONZE,427,W,,1,,    642A24130-1   ,
Dye,PE5-827,BRONZE,23,W,,1,,    642A24340-1   ,
Dye,PE5-827,BRONZE,18,W,,1,,    747A24343-1   ,
Dye,PE5-827,BRONZE,38,W,,1,,    496A24495-1   ,
Dye,PE5-834,BROWN,32,W,,1,,    642A24111-1   ,
Dye,PE5-837,TAN,60,W,,1,,    641A23783-1   ,
Dye,PE5-837,TAN,93,W,,1,,    641A24107-1   ,
Dye,PE5-837,TAN,83,W,,1,,    641A24108-1   ,
Dye,PE5-837,TAN,370,W,,1,,    641A24109-1   ,
Dye,PE5-837,TAN,28,W,,1,,    642A23804-1   ,
Dye,PE5-837,TAN,301,W,,1,,    642A24340-1   ,
Dye,PE5-840,GREEN,149,W,,1,,    641A16559-3   ,
Dye,PE5-840,GREEN,30,W,,1,,    641A24109-1   ,
Dye,PE5-979,GOLD,91,W,,1,,    641A23739-3   ,
Dye,PE5-979,GOLD,24,W,,1,,    641A23739-4   ,
Dye,PE5-979,GOLD,91,W,,1,,    641A24109-1   ,
Dye,PE5-979,GOLD,203,W,,1,,    642A23418-2   ,
Dye,PE5-979,GOLD,138,W,,1,,    642A24111-1   ,
Dye,PE5-986,TURQUIOSE,108,W,,1,,    497A24056-1   ,
Dye,PE5-A66,TAN,864,W,,1,,    497A24056-1   ,
Dye,PE5-A66,TAN,100,W,,1,,    642A24137-1   ,
Dye,PE5-A66,TAN,131,W,,1,,    496A24495-1   ,
Dye,PE5-A94,PLUM,168,W,,1,,    491A24074-1   ,
Dye,PE5-B02,SEABREEZE,24,W,,1,,    641A23739-3   ,
Dye,PE5-B02,SEABREEZE,60,W,,1,,    641A23739-4   ,
Dye,PE5-B15,BLUE,403,W,,1,,    782A23938-1   ,
Dye,PE5-B16,TAN,34,W,,1,,    641A24109-1   ,
Dye,PE5-B61,GREY,94,W,,1,,    747A24491-1   ,
Dye,PE5-B91,TAN,85,W,,1,,    641A24107-1   ,
Dye,PE5-D62,GREY,406,W,,1,,    782A23938-1   ,
Dye,PE5-D62,GREY,35,W,,1,,    642A24110-1   ,
Dye,PE5-D62,GREY,79,W,,1,,    642A24137-1   ,
Dye,PE5-E77,BLUE,117,W,,1,,    641A24487-1   ,
Dye,PE5-F19,OLIVE,138,W,,1,,    642A24111-1   ,
Dye,PE5-F19,OLIVE,43,W,,1,,    642A24340-1   ,
Dye,PE5-F19,OLIVE,108,W,,1,,    747A24490-1   ,
Dye,PE5-F31,TEAL,82,W,,1,,    642A24421-1   ,
Dye,PE5-H96,RED,22,W,,1,,    641A23739-3   ,
Dye,PE5-H96,RED,105,W,,1,,    747A24492-1   ,
Dye,PE5-L15,TAUPE,18,W,,1,,    642A24110-1   ,
Dye,R45-140,NAVY,286,W,,1,,   7697A24058-1   ,
Dye,R45-286,BLUE,384,W,,1,,   7697A24058-1   ,
Dye,T76-174,RED,86,W,,1,,   7705-23979-1   ,
Dye,T76-181,GOLD,173,W,,1,,   7705-23979-4   ,
Dye,T76-193,NAVY,419,W,,1,,   7705-23979-1   ,
Dye,T76-193,NAVY,419,W,,1,,   7705-23979-2   ,
Dye,T76-193,NAVY,419,W,,1,,   7705-23979-3   ,
Dye,T76-193,NAVY,419,W,,1,,   7705-23979-4   ,
Dye,T76-286,BLUE,181,W,,1,,   7705-23979-2   ,
Dye,T76-298,TURQUOISE,173,W,,1,,   7705-23979-2   ,
Dye,T76-299,RED,173,W,,1,,   7705-23979-1   ,
Dye,T76-396,RED,173,W,,1,,   7705-23979-4   ,
Dye,T76-401,GREEN,86,W,,1,,   7705-23979-2   ,
Dye,T76-488,RED,173,W,,1,,   7705-23979-3   ,
Dye,T76-518,PURPLE,181,W,,1,,   7705-23979-3   ,
Dye,T76-592,BURGANDY,181,W,,1,,   7705-23979-1   ,
Dye,T76-651,ORANGE,173,W,,1,,   7705-23979-1   ,
Dye,T76-684,GREEN,173,W,,1,,   7705-23979-2   ,
Dye,T76-727,MAROON,173,W,,1,,   7705-23979-3   ,
Dye,T76-B91,TAN,86,W,,1,,   7705-23979-4   ,
Dye,T76-D58,BROWN,181,W,,1,,   7705-23979-4   ,
Dye,T76-H44,LILAC,86,W,,1,,   7705-23979-3   ,
