Type,Yarn#,Description,Pounds,Mill,Usage,Loss%,Lbs/Wk,MillStyle,
Dye,25A-150,BROWN,305,W,,1,,   7734-23980-1   ,
Dye,25A-150,BROWN,122,W,,1,,   7675-23592-1   ,
Dye,25A-156,NAVY,486,W,,1,,   7675-20649-1   ,
Dye,25A-157,RED,627,W,,1,,   7675-23590-2   ,
Dye,25A-157,RED,206,W,,1,,   7675-23951-1   ,
Dye,25A-157,RED,977,W,,1,,   7675-21971-1   ,
Dye,25A-158,BROWN,291,W,,1,,   7675-23953-1   ,
Dye,25A-158,BROWN,102,W,,1,,   7675-23592-1   ,
Dye,25A-158,BROWN,476,W,,1,,   7393A24132-1   ,
Dye,25A-166,BLUE,67,W,,1,,   7675-23951-1   ,
Dye,25A-166,BLUE,281,W,,1,,   7675-21971-1   ,
Dye,25A-178,GREEN,275,W,,1,,   7675-20649-1   ,
Dye,25A-179,YELLOW,314,W,,1,,   7675-23590-2   ,
Dye,25A-179,YELLOW,134,W,,1,,   7675-23951-1   ,
Dye,25A-179,YELLOW,307,W,,1,,   7675-23952-1   ,
Dye,25A-181,GOLD,32,W,,1,,   7675-20649-1   ,
Dye,25A-181,GOLD,30,W,,1,,   7675-20650-1   ,
Dye,25A-185,RED,96,W,,1,,   7675-21510-1   ,
Dye,25A-185,RED,139,W,,1,,   7675-23952-1   ,
Dye,25A-185,RED,219,W,,1,,   7675-23953-1   ,
Dye,25A-185,RED,105,W,,1,,   7393A22822-1   ,
Dye,25A-185,RED,353,W,,1,,   7393A24132-1   ,
Dye,25A-185,RED,361,W,,1,,   7675-23806-1   ,
Dye,25A-188,MAROON,504,W,,1,,   7675-23136-1   ,
Dye,25A-192,TAN,250,W,,1,,   7675-23951-1   ,
Dye,25A-192,TAN,575,W,,1,,   7675-23592-1   ,
Dye,25A-202,BROWN,122,W,,1,,   7675-23592-1   ,
Dye,25A-204,SLATE,365,W,,1,,   7734-23982-1   ,
Dye,25A-225,TAN,322,W,,1,,   7675-21510-1   ,
Dye,25A-225,TAN,346,W,,1,,   7675-23951-1   ,
Dye,25A-225,TAN,369,W,,1,,   7675-23953-1   ,
Dye,25A-225,TAN,374,W,,1,,   7393A22822-1   ,
Dye,25A-225,TAN,612,W,,1,,   7393A24132-1   ,
Dye,25A-241,MAROON,857,W,,1,,   7675-23136-1   ,
Dye,25A-242,BRICK,115,W,,1,,   7734-23981-1   ,
Dye,25A-263,BROWN,472,W,,1,,   7734-23980-1   ,
Dye,25A-263,BROWN,1546,W,,1,,   7675-23952-1   ,
Dye,25A-289,ORANGE,627,W,,1,,   7675-23590-2   ,
Dye,25A-289,ORANGE,149,W,,1,,   7675-23951-1   ,
Dye,25A-289,ORANGE,427,W,,1,,   7675-23952-1   ,
Dye,25A-353,GREEN,249,W,,1,,   7675-23952-1   ,
Dye,25A-360,COPPER,194,W,,1,,   7675-22793-1   ,
Dye,25A-360,COPPER,11,W,,1,,   7675-23592-1   ,
Dye,25A-360,COPPER,101,W,,1,,   7393A23313-1   ,
Dye,25A-360,COPPER,355,W,,1,,   7675-23806-1   ,
Dye,25A-384,BLUE,46,W,,1,,   7675-20650-1   ,
Dye,25A-390,BLUE,1618,W,,1,,   7675-22793-1   ,
Dye,25A-390,BLUE,13,W,,1,,   7675-23592-1   ,
Dye,25A-390,BLUE,950,W,,1,,   7393A23313-1   ,
Dye,25A-487,GREEN,158,W,,1,,   7675-23952-1   ,
Dye,25A-524,RED,2680,W,,1,,   7675-21376-1   ,
Dye,25A-524,RED,2189,W,,1,,   7393A23719-1   ,
Dye,25A-524,RED,298,W,,1,,   7675-20649-1   ,
Dye,25A-624,SCARLET,590,W,,1,,   7675-20650-1   ,
Dye,25A-670,GREEN,102,W,,1,,   7675-23592-1   ,
Dye,25A-670,GREEN,149,W,,1,,   7675-20650-1   ,
Dye,25A-799,GREEN,962,W,,1,,   7675-23953-1   ,
Dye,25A-799,GREEN,1578,W,,1,,   7393A24132-1   ,
Dye,25A-827,BRONZE,413,W,,1,,   7734-23980-1   ,
Dye,25A-827,BRONZE,416,W,,1,,   7675-23953-1   ,
Dye,25A-827,BRONZE,687,W,,1,,   7393A24132-1   ,
Dye,25A-906,GREY,77,W,,1,,   7675-21406-1   ,
Dye,25A-979,GOLD,30,W,,1,,   7734-23981-1   ,
Dye,25A-979,GOLD,525,W,,1,,   7675-23953-1   ,
Dye,25A-979,GOLD,246,W,,1,,   7675-21971-1   ,
Dye,25A-979,GOLD,863,W,,1,,   7393A24132-1   ,
Dye,25A-B61,GREY,504,W,,1,,   7675-23136-1   ,
Dye,25A-J74,BROWN,240,W,,1,,   7675-22793-1   ,
Dye,25A-J74,BROWN,128,W,,1,,   7393A23313-1   ,
Dye,25A-J91,GREEN,379,W,,1,,   7675-23952-1   ,
Dye,25A-K81,ORANGE,395,W,,1,,   7675-21406-1   ,
Dye,26E-107,GREEN,622,W,,1,,   7751-24327-1   ,
Dye,26E-128,SLATE,171,W,,1,,   7751-24326-1   ,
Dye,26E-128,SLATE,238,W,,1,,   7493A24437-1   ,
Dye,26E-140,NAVY,162,W,,1,,   7751-24324-1   ,
Dye,26E-140,NAVY,305,W,,1,,   7751-24454-1   ,
Dye,26E-150,BROWN,46,W,,1,,   7751-24325-1   ,
Dye,26E-150,BROWN,253,W,,1,,   7751-24327-1   ,
Dye,26E-150,BROWN,128,W,,1,,   7751-24454-1   ,
Dye,26E-185,RED,94,W,,1,,   7751-24454-1   ,
Dye,26E-193,NAVY,355,W,,1,,   7751-24326-1   ,
Dye,26E-193,NAVY,450,W,,1,,   7493A24437-1   ,
Dye,26E-202,BROWN,108,W,,1,,   7747A24365-1   ,
Dye,26E-202,BROWN,449,W,,1,,   7747A24366-1   ,
Dye,26E-204,SLATE,341,W,,1,,   7751-24324-1   ,
Dye,26E-204,SLATE,32,W,,1,,   7751-24325-1   ,
Dye,26E-225,SAND,163,W,,1,,   7751-24454-1   ,
Dye,26E-241,MAROON,82,W,,1,,    294A24373-1   ,
Dye,26E-241,MAROON,440,W,,1,,   7751-24325-1   ,
Dye,26E-242,BRICK,1305,W,,1,,    294A24051-1   ,
Dye,26E-286,BLUE,187,W,,1,,   7751-24326-1   ,
Dye,26E-286,BLUE,238,W,,1,,   7493A24437-1   ,
Dye,26E-290,TAN,227,W,,1,,    294A24426-1   ,
Dye,26E-318,BROWN,23,W,,1,,    294A24375-1   ,
Dye,26E-353,GREEN,133,W,,1,,   7747A24366-1   ,
Dye,26E-360,COPPER,135,W,,1,,   7751-24327-1   ,
Dye,26E-424,COPPER,82,W,,1,,    294A24373-1   ,
Dye,26E-799,GREEN,417,W,,1,,   7751-24454-1   ,
Dye,26E-827,BRONZE,180,W,,1,,   7751-24454-1   ,
Dye,26E-841,SLATE,189,W,,1,,   7747A24365-1   ,
Dye,26E-938,GREEN,92,W,,1,,   7747A24366-1   ,
Dye,26E-938,GREEN,22,W,,1,,   7751-24325-1   ,
Dye,26E-979,GOLD,228,W,,1,,   7751-24454-1   ,
Dye,26E-A06,STONE,90,W,,1,,    294A24373-1   ,
Dye,26E-A66,TAN,48,W,,1,,   7751-24326-1   ,
Dye,26E-A66,TAN,70,W,,1,,   7493A24437-1   ,
Dye,26E-A95,NAVY,189,W,,1,,   7747A24365-1   ,
Dye,26E-AD9,GREY,118,W,,1,,    294A24426-1   ,
Dye,26E-B91,TAN,263,W,,1,,   7751-24324-1   ,
Dye,26E-F19,OLIVE,298,W,,1,,   7747A24366-1   ,
Dye,26E-F19,OLIVE,377,W,,1,,   7751-24325-1   ,
Dye,26E-G60,TAN,75,W,,1,,    294A24374-1   ,
Dye,36B-169,RED,207,W,,1,,    726-16082-1   ,
Dye,36B-169,RED,286,W,,1,,    726-19007-1   ,
Dye,36B-169,RED,298,W,,1,,    738-19443-1   ,
Dye,36B-169,RED,154,W,,1,,    738-22554-1   ,
Dye,36B-234,GREEN,324,W,,1,,    726-15871-1   ,
Dye,36B-234,GREEN,413,W,,1,,    738-19004-1   ,
Dye,36B-288,GREEN,237,W,,1,,    726-15871-1   ,
Dye,36B-288,GREEN,292,W,,1,,    738-19004-1   ,
Dye,36B-290,TAN,374,W,,1,,    726-22799-1   ,
Dye,36B-290,TAN,369,W,,1,,    737F22890-1   ,
Dye,36B-290,TAN,630,W,,1,,    738-22800-1   ,
Dye,36B-290,TAN,54,W,,1,,    729J23714-1   ,
Dye,36B-295,DRAB,177,W,,1,,    726-16082-1   ,
Dye,36B-295,DRAB,211,W,,1,,    726-23419-1   ,
Dye,36B-295,DRAB,128,W,,1,,    738-22554-1   ,
Dye,36B-295,DRAB,239,W,,1,,    738-23306-1   ,
Dye,36B-299,RED,399,W,,1,,    726-15871-1   ,
Dye,36B-299,RED,499,W,,1,,    738-19004-1   ,
Dye,36B-320,YELLOW,255,W,,1,,    726-23587-1   ,
Dye,36B-320,YELLOW,358,W,,1,,    738-23463-1   ,
Dye,36B-320,YELLOW,140,W,,1,,    726-16082-1   ,
Dye,36B-320,YELLOW,240,W,,1,,    726-19007-1   ,
Dye,36B-320,YELLOW,248,W,,1,,    738-19443-1   ,
Dye,36B-320,YELLOW,102,W,,1,,    738-22554-1   ,
Dye,36B-345,BLUE,700,W,,1,,    726-19007-1   ,
Dye,36B-345,BLUE,756,W,,1,,    738-19443-1   ,
Dye,36B-384,BLUE,82,W,,1,,    726-16082-1   ,
Dye,36B-384,BLUE,197,W,,1,,    726-23419-1   ,
Dye,36B-384,BLUE,58,W,,1,,    738-22554-1   ,
Dye,36B-384,BLUE,230,W,,1,,    738-23306-1   ,
Dye,36B-401,GREEN,131,W,,1,,    726-23587-1   ,
Dye,36B-401,GREEN,189,W,,1,,    738-23463-1   ,
Dye,36B-481,BLUE,324,W,,1,,    726-15871-1   ,
Dye,36B-481,BLUE,197,W,,1,,    726-23419-1   ,
Dye,36B-481,BLUE,413,W,,1,,    738-19004-1   ,
Dye,36B-481,BLUE,230,W,,1,,    738-23306-1   ,
Dye,36B-819,GOLD,460,W,,1,,    726-22799-1   ,
Dye,36B-819,GOLD,449,W,,1,,    737F22890-1   ,
Dye,36B-819,GOLD,770,W,,1,,    738-22800-1   ,
Dye,36B-819,GOLD,66,W,,1,,    729J23714-1   ,
Dye,36B-822,BEIGE,214,W,,1,,    726-16082-1   ,
Dye,36B-822,BEIGE,160,W,,1,,    738-22554-1   ,
Dye,36B-A66,TAN,378,W,,1,,    726-19007-1   ,
Dye,36B-A66,TAN,397,W,,1,,    738-19443-1   ,
Dye,36B-D58,BROWN,252,W,,1,,    726-22799-1   ,
Dye,36B-D58,BROWN,247,W,,1,,    737F22890-1   ,
Dye,36B-D58,BROWN,420,W,,1,,    738-22800-1   ,
Dye,36B-D58,BROWN,35,W,,1,,    729J23714-1   ,
Dye,36B-G60,TAN,324,W,,1,,    726-22799-1   ,
Dye,36B-G60,TAN,317,W,,1,,    737F22890-1   ,
Dye,36B-G60,TAN,532,W,,1,,    738-22800-1   ,
Dye,36B-G60,TAN,46,W,,1,,    729J23714-1   ,
Dye,36F-102,BLACK,446,W,,1,,   7687A24331-1   ,
Dye,36F-157,RED,819,W,,1,,   7687A24331-1   ,
Dye,48E-039,TAN,53,W,,1,,   7625-24296-4   ,
Dye,48E-099,GREY,278,W,,1,,   7681A22591-3   ,
Dye,48E-140,NAVY,370,W,,1,,   7697A24058-1   ,
Dye,48E-140,NAVY,379,W,,1,,   7625-24231-1   ,
Dye,48E-140,NAVY,316,W,,1,,   7625-24232-1   ,
Dye,48E-140,NAVY,384,W,,1,,   7331A24127-1   ,
Dye,48E-140,NAVY,235,W,,1,,   7681A22591-3   ,
Dye,48E-144,TAN,268,W,,1,,   7625-24231-1   ,
Dye,48E-150,BROWN,19,W,,1,,   7331A24329-1   ,
Dye,48E-150,BROWN,282,W,,1,,   7331A24389-1   ,
Dye,48E-150,BROWN,65,W,,1,,   7625-24296-4   ,
Dye,48E-152,BLUE,162,W,,1,,   7625-23939-3   ,
Dye,48E-157,RED,120,W,,1,,   7625-24231-1   ,
